nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Planta,Antigüedad,Referencia,Ascensor,Calefacción,Superficie útil,Exterior,Conservación,Gastos de comunidad,Tipo suelo,Carpintería exterior,Aire acondicionado,Cocina equipada,Comedor,Portero automático,Orientación,Soleado,Trastero,Balcón,Terraza,Se aceptan mascotas,Armarios empotrados,Carpintería interior,Vidrios dobles,Teléfono,Garaje,Puerta blindada,Sistema de seguridad,Adaptado a personas con movilidad reducida,Jardín,Lavadero,Piscina,Interior,Amueblado,Chimenea,Agua,Superficie solar,Gas,Luz,Tipo de casa,Urbanizado,Calle alumbrada,Calle asfaltada
Piso en Carrer de Sabastida,PISOS PLAZA,3.195 €/m²,310.000 €,97 m²,https://www.pisos.com/comprar/piso-vilapicina_la_torre_llobeta08032-40856089343_993573/,Anuncio actualizado el 20/02/2025,"E, D","E, D",barcelona_capital (BCN),97 m²,3,2,Bajo,,4993573-SABASTIDA BAJOS,N/A,Gas natural,90 m²,N/A,En buen estado,,Parquet,Aluminio,Frío y calor,,,,Noreste,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Llull,TUKSA,5.471 €/m²,580.000 €,106 m²,https://www.pisos.com/comprar/piso-sant_marti_el_poblenou08005-48410171494_108900/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),106 m²,4,2,2ª,Entre 30 y 50 años,XA778-TKV24_LL19024,N/A,Bomba de calor,106 m²,N/A,En buen estado,50,,N/A,N/A,Independiente,,,Este,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer de Casanova,PRIVILEGED LIFE,7.662 €/m²,1.295.000 €,169 m²,https://www.pisos.com/comprar/atico-antiga_esquerra_de_eixample08011-40847433849_100500/,Anuncio actualizado el 20/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),169 m²,3,3,7ª,,SA5016-CER_7_25/10945,N/A,,,,,,Parquet,,N/A,,,,,,,N/A,N/A,,1,,,,,,,,,,,,,,,,,,,,,
Piso en Sants-Badal,FORCADELL EIXAMPLE,3.576 €/m²,211.000 €,59 m²,https://www.pisos.com/comprar/piso-sants_badal-45047536737_101800/,Anuncio actualizado el 20/02/2025,"F, F","F, F",barcelona_capital (BCN),59 m²,2,,,,IF76846-EIX_2626,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Dúplex en La Salut,Engel & Völkers MMC Barcelona,5.181 €/m²,399.000 €,77 m²,https://www.pisos.com/comprar/duplex-gracia_la_salut08024-4914754909_109700/,Anuncio actualizado el 20/02/2025,"A, A","A, A",barcelona_capital (BCN),77 m²,2,2,,,IF76306-D-000LEH,,,,,A estrenar,,,,Frío y calor,N/A,,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Rambla de Catalunya,Engel & Völkers MMC Barcelona,12.158 €/m²,1.690.000 €,139 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08008-4841658555_109700/,Anuncio actualizado el 28/01/2025,"B, B","B, B",barcelona_capital (BCN),139 m²,3,3,,,IF76306-D-000HMW,N/A,,,,A estrenar,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Ático en Sarria,FINCAS BELLAMAR,9.183 €/m²,1.800.000 €,196 m²,https://www.pisos.com/comprar/atico-sant_gervasi_galvany08017-29179219239_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",barcelona_capital (BCN),196 m²,4,3,7ª,,SA2911-vC2022552,N/A,Gas natural,172 m²,,En buen estado,Más de 100 €,,,Frío,,,,,,N/A,,,,,,,,,,,,,,Propia,,,,,,,,,,,
Piso en Carrer de Mallorca,WALTER HAUS,8.681 €/m²,790.000 €,91 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08008-48347934203_101800/,Anuncio actualizado el 20/02/2025,"E, E","E, E",barcelona_capital (BCN),91 m²,4,1,1ª,,IF7349-4889V,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Carrer de Vilamarí,Sarria Properties,5.252 €/m²,499.000 €,95 m²,https://www.pisos.com/comprar/piso-la_nova_esquerra_de_eixample08015-50073572202_100500/,Anuncio actualizado el 13/01/2025,"E, E","E, E",barcelona_capital (BCN),95 m²,4,2,5ª,Entre 30 y 50 años,SA3248-SP966/8414,N/A,N/A,90 m²,,,,Parquet,,N/A,,N/A,,Noreste,,N/A,N/A,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,
Piso en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,5.950 €/m²,845.000 €,142 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08007-5027426501_109700/,Anuncio actualizado el 18/12/2024,"E, E","E, E",barcelona_capital (BCN),142 m²,5,2,,,IF76306-D-000IAG,,,,,A estrenar,,,,Frío y calor,N/A,,,,,,,,,Más de 2,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer dels Castillejos, 371",VAE HOMES,6.574 €/m²,519.400 €,79 m²,https://www.pisos.com/comprar/piso-el_baix_guinardo08025-4483869994_109700/,Anuncio actualizado el 19/11/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),79 m²,3,2,2ª,,4520647-21127897,N/A,,,,A estrenar,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en La Salut,Engel & Völkers MMC Barcelona,4.500 €/m²,450.000 €,100 m²,https://www.pisos.com/comprar/duplex-gracia_la_salut08024-4871208584_109700/,Anuncio actualizado el 20/02/2025,"A, A","A, A",barcelona_capital (BCN),100 m²,2,2,,,IF76306-D-000LEH,,,,,A estrenar,,,,Frío y calor,N/A,,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,9.638 €/m²,2.188.000 €,227 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08007-4943090798_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),227 m²,3,3,Bajo,,IF76306-D-000DXU,,,,,A estrenar,,,,Frío y calor,N/A,,,,,,N/A,N/A,,Más de 2,,,,,,,,Privado,,,,,,,,,,,,,
Piso en Plaça de Tetuan,WALTER HAUS,4.811 €/m²,1.150.000 €,239 m²,https://www.pisos.com/comprar/piso-el_fort_pienc08010-49257497321_101800/,Anuncio actualizado el 20/02/2025,"E, D","E, D",barcelona_capital (BCN),239 m²,5,3,5ª,,IF7349-4990V,N/A,Central,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Piso en El Raval,"RIERA ALTA MAR, S.L.",3.921 €/m²,149.000 €,38 m²,https://www.pisos.com/comprar/piso-el_raval08001-49247315743_100200/,Anuncio actualizado el 03/02/2025,"G, E","G, E",barcelona_capital (BCN),38 m²,1,1,1ª,Más de 50 años,TC395-600804,,,,,En buen estado,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Floridablanca,DON PISO BCN - SANT ANTONI,4.602 €/m²,359.000 €,78 m²,https://www.pisos.com/comprar/piso-eixample_sant_antoni08011-49192661969_519046/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),78 m²,2,1,3ª,Más de 50 años,4519046-288057,,Gas natural,66 m²,N/A,En buen estado,,Parquet,Aluminio,Frío y calor,N/A,N/A,N/A,,N/A,,N/A,,,1,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Carrer d'Alexandre Galí,Domcasa,3.095 €/m²,650.000 €,210 m²,https://www.pisos.com/comprar/piso-el_congres_els_indians08027-25061177651_101800/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),210 m²,4,2,3ª,Más de 50 años,IF7635-V-ALX-171777,N/A,,,,,,,,,,,,Sureste,,,,N/A,,1,,,,,,,,,N/A,,,,,,,,,,,,
Casa en El Putxet-El Farró,Durán Carasso,6.022 €/m²,3.150.000 €,523 m²,https://www.pisos.com/comprar/casa-el_putxet_el_farro08006-50877579908_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),523 m²,8,6,,,BM201-5421D,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391 m²,,,,,,
"Piso en Carrer de Fernando Pessoa,  s/n",PREMIER ESPAÑA,4.694 €/m²,399.000 €,85 m²,https://www.pisos.com/comprar/piso-sant_andreu_barrio08030-5238946044_109700/,Anuncio actualizado el 17/02/2025,"A, A","A, A",barcelona_capital (BCN),85 m²,2,1,,,4992912-21761992,N/A,Gas natural,,,A estrenar,,,,Frío,,,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
"Piso en Carrer de Bernat Bransi, 48",I-Now,3.855 €/m²,308.400 €,80 m²,https://www.pisos.com/comprar/piso-el_carmel08032-4788820613_109700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),80 m²,2,1,1ª,,4512736-21389497,N/A,,,,A estrenar,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,14.000 €/m²,1.750.000 €,125 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08007-5072026550_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),125 m²,2,2,,,IF76306-D-000FEL,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Poeta Cabanyes,Farré Nicolau Associats,4.000 €/m²,208.000 €,52 m²,https://www.pisos.com/comprar/piso-el_poble_sec08004-35005498048_993872/,Anuncio actualizado el 14/07/2023,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),52 m²,2,1,1ª,Más de 50 años,4993872-Poeta Cabanyes,,,47 m²,N/A,A reformar,Entre 40 y 60 €,Gres,Madera,,Para reformar,Correcto con posibilidad de juntar espacio cocina.,N/A,Este,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Reina Cristina,WALTER HAUS,8.400 €/m²,840.000 €,100 m²,https://www.pisos.com/comprar/piso-sant_pere_santa_caterina_la_ribera08003-50852569242_101800/,Anuncio actualizado el 28/01/2025,"E, E","E, E",barcelona_capital (BCN),100 m²,2,2,4ª,,IF7349-4981V,N/A,Central,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Piso en El Baix Guinardó,Engel & Völkers MMC Barcelona,9.090 €/m²,600.000 €,66 m²,https://www.pisos.com/comprar/piso-el_baix_guinardo08025-5112679451_109700/,Anuncio actualizado el 03/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),66 m²,2,2,,,IF76306-D-000LKN,N/A,,,,A estrenar,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Pontevedra, 56",TOLL WOHNEN,12.000 €/m²,1.500.000 €,125 m²,https://www.pisos.com/comprar/piso-ciutat_vella_la_barceloneta08003-45835188465_108900/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),125 m²,4,1,,Más de 50 años,XA861-TWB313,,,113 m²,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,N/A,,,,,,,
Dúplex en Carrer de la Mare de Déu del Coll,Engel & Völkers MMC Barcelona,6.040 €/m²,453.000 €,75 m²,https://www.pisos.com/comprar/duplex-gracia_la_salut08023-4180557950_109700/,Anuncio actualizado el 18/12/2024,"B, A","B, A",barcelona_capital (BCN),75 m²,1,1,Bajo,,IF76306-D-000I5R,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer de València,WALTER HAUS,8.227 €/m²,650.000 €,79 m²,https://www.pisos.com/comprar/atico-la_dreta_de_eixample08007-47518355641_101800/,Anuncio actualizado el 17/01/2025,"F, G","F, G",barcelona_capital (BCN),79 m²,3,2,,Más de 50 años,IF7349-4892V,N/A,,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Piso en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,9.506 €/m²,2.158.000 €,227 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08007-4987786208_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),227 m²,3,3,Bajo,,IF76306-D-000DXU,,,,,A estrenar,,,,Frío y calor,N/A,,,,,,N/A,N/A,,Más de 2,,,,,,,,Privado,,,,,,,,,,,,,
Apartamento en El Camp de l'Arpa del Clot,Durán Carasso,8.196 €/m²,500.000 €,61 m²,https://www.pisos.com/comprar/apartamento-el_camp_de_arpa_del_clot08026-48378784545_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),61 m²,2,2,,,BM201-5701,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de l'Hospital, 125",SmartMove,2.800 €/m²,560.000 €,200 m²,https://www.pisos.com/comprar/piso-el_raval08001-48343095024_513606/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),200 m²,7,3,2ª,,4513606-Jurassic Park Triplex 1,,,175 m²,N/A,En buen estado,,Parquet,,,,,,Sureste,N/A,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,,,
Piso en Carrer de la Diputació,FINQUES FUTURA,5.039 €/m²,635.000 €,126 m²,https://www.pisos.com/comprar/piso-antiga_esquerra_de_eixample08011-45067199098_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),126 m²,4,2,2ª,,EP673-5443,,,116 m²,N/A,En buen estado,Más de 100 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Provença,BC INMO,4.256 €/m²,498.000 €,117 m²,https://www.pisos.com/comprar/piso-la_sagrada_familia08025-48343902062_100500/,Anuncio actualizado el 20/02/2025,"G, G","G, G",barcelona_capital (BCN),117 m²,5,2,4ª,Más de 50 años,SA5243-BCN004/11245,N/A,,106 m²,,,Más de 100 €,Parquet,,,,N/A,,Oeste,,,,,,,,,,,N/A,N/A,,,,,,N/A,,N/A,,,,,,,
Dúplex en Carrer d'Abdó Terradas,WALTER HAUS,5.775 €/m²,745.000 €,129 m²,https://www.pisos.com/comprar/duplex-la_vila_de_gracia08012-38339757913_101800/,Anuncio actualizado el 20/02/2025,"D, D","D, D",barcelona_capital (BCN),129 m²,3,3,,,IF7349-4474v,,Central,,,,,,,,,,,,,,,,,1,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Avinguda de Sarrià,WALTER HAUS,6.395 €/m²,1.100.000 €,172 m²,https://www.pisos.com/comprar/piso-les_corts_barrio08029-37555457395_101800/,Anuncio actualizado el 20/02/2025,"D, D","D, D",barcelona_capital (BCN),172 m²,4,2,3ª,,IF7349-4417V,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Balmes,WALTER HAUS,4.163 €/m²,995.000 €,239 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08007-48353759161_101800/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),239 m²,9,4,Entresuelo,,IF7349-4936V,N/A,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Piso en La Prosperitat,JURIDIC HOME,3.000 €/m²,150.000 €,50 m²,https://www.pisos.com/comprar/piso-la_prosperitat08016-51680189209_524974/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),50 m²,3,1,3ª,Más de 50 años,4524974-ARITJOLS,,,45 m²,N/A,En buen estado,,Gres,Aluminio,Frío y calor,N/A,N/A,N/A,Este,Orientacion este,,,2m²,,,,,,,,,,,N/A,,,,,,,N/A,,,,,
Apartamento en El Barri Gòtic,Durán Carasso,4.192 €/m²,675.000 €,161 m²,https://www.pisos.com/comprar/apartamento-el_barri_gotic08002-48390095222_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),161 m²,3,2,,,BM201-5678,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Poeta Cabanyes,DON PISO BCN - SANT ANTONI,3.558 €/m²,395.000 €,111 m²,https://www.pisos.com/comprar/piso-el_poble_sec08004-48400353042_519046/,Anuncio actualizado el 17/02/2025,"E, E","E, E",barcelona_capital (BCN),111 m²,5,2,2ª,Más de 50 años,4519046-287499,,,106 m²,N/A,Reformado,,Parquet,Aluminio,Frío y calor,N/A,N/A,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Passeig del Taulat,NOVA URBE SERVEIS IMMOBILIARIS,7.307 €/m²,950.000 €,130 m²,https://www.pisos.com/comprar/piso-sant_marti_el_poblenou08019-49188169880_100500/,Anuncio actualizado el 17/01/2025,"E, E","E, E",barcelona_capital (BCN),130 m²,3,2,6ª,Entre 20 y 30 años,SA4529-JVP002/3568,N/A,Gas natural,104 m²,,,,,,N/A,,,,Sur,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en El Poblenou,Engel & Völkers MMC Barcelona,6.250 €/m²,650.000 €,104 m²,https://www.pisos.com/comprar/piso-sant_marti_el_poblenou-5236484345_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),104 m²,2,2,,,IF76306- D-000MM5,,,,,A estrenar,,Tarima flotante,,Frío y calor,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer Gran de Gràcia,Domcasa,4.217 €/m²,329.000 €,78 m²,https://www.pisos.com/comprar/atico-la_vila_de_gracia08012-47560989346_101800/,Anuncio actualizado el 09/02/2025,"E, E","E, E",barcelona_capital (BCN),78 m²,2,1,5ª,,IF7635-V-GRGRAC-777,,,,,,,,,,N/A,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Pedralbes,FORCADELL EIXAMPLE,9.642 €/m²,2.700.000 €,280 m²,https://www.pisos.com/comprar/piso-pedralbes08034-47538615618_101800/,Anuncio actualizado el 20/02/2025,"D, D","D, D",barcelona_capital (BCN),280 m²,5,4,,,IF76846-EIX_2965,N/A,Central,,,,,,,,,,,,,,,N/A,,,,,,1,,,,,,,,,,,,,,,,,
Piso en Carrer de Josep Pla,WALTER HAUS,7.254 €/m²,769.000 €,106 m²,https://www.pisos.com/comprar/piso-diagonal_mar_el_front_maritim_del_poblenou08019-44237251073_101800/,Anuncio actualizado el 17/01/2025,"D, E","D, E",barcelona_capital (BCN),106 m²,2,1,,,IF7349-4740V,N/A,Central,,,,,,,,N/A,,,,,,,N/A,,1,,,,,,,,,,Comunitaria,,,,,,,,,,,
Piso en Carrer de Sant Pere Més Baix,WALTER HAUS,6.333 €/m²,475.000 €,75 m²,https://www.pisos.com/comprar/piso-sant_pere_santa_caterina_la_ribera08003-49266074994_101800/,Anuncio actualizado el 17/01/2025,"D, D","D, D",barcelona_capital (BCN),75 m²,2,1,3ª,,IF7349-5000V,N/A,Central,,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Fernando Pessoa,  s/n",PREMIER ESPAÑA,4.135 €/m²,459.000 €,111 m²,https://www.pisos.com/comprar/piso-sant_andreu_barrio08030-5156899730_109700/,Anuncio actualizado el 17/02/2025,"A, A","A, A",barcelona_capital (BCN),111 m²,2,2,,,4992912-0,N/A,Gas natural,,,A estrenar,,,,Frío,,,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en L'Antiga Esquerra de l'Eixample,"PISOS UNIVERSITAT MAR, S.L.",4.395 €/m²,589.000 €,134 m²,https://www.pisos.com/comprar/piso-antiga_esquerra_de_eixample08011-47585889234_100200/,Anuncio actualizado el 17/02/2025,"D, D","D, D",barcelona_capital (BCN),134 m²,3,2,6ª,Más de 50 años,TC332-595380,N/A,Central,,,En buen estado,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Consell de Cent,WALTER HAUS,4.935 €/m²,760.000 €,154 m²,https://www.pisos.com/comprar/piso-antiga_esquerra_de_eixample08011-48339323387_101800/,Anuncio actualizado el 17/01/2025,"E, E","E, E",barcelona_capital (BCN),154 m²,5,2,Entresuelo,,IF7349-4910V,N/A,Central,,,,,,,,N/A,,,,,N/A,,N/A,,1,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Carrer d'Aragó,FINQUES FUTURA,4.483 €/m²,399.000 €,89 m²,https://www.pisos.com/comprar/piso-antiga_esquerra_de_eixample08011-45897887184_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),89 m²,1,1,1ª,,EP673-5455,N/A,,83 m²,,En buen estado,Más de 100 €,,,Frío y calor,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,
Piso en Carrer dels Pescadors,LV HOME,5.375 €/m²,215.000 €,40 m²,https://www.pisos.com/comprar/piso-ciutat_vella_la_barceloneta08003-50009648443_518314/,Anuncio actualizado el 20/02/2025,"E, E","E, E",barcelona_capital (BCN),40 m²,1,1,Entresuelo,Más de 50 años,4518314-LV-PESCA1,,,35 m²,N/A,En buen estado,,,,,,,,Este,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Passeig de Gràcia,WALTER HAUS,14.767 €/m²,3.500.000 €,237 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08007-48432180659_101800/,Anuncio actualizado el 20/02/2025,"F, F","F, F",barcelona_capital (BCN),237 m²,4,4,,,IF7349-4924V,N/A,Central,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Passeig del Taulat,WALTER HAUS,6.680 €/m²,668.000 €,100 m²,https://www.pisos.com/comprar/piso-diagonal_mar_el_front_maritim_del_poblenou08019-45912976354_101800/,Anuncio actualizado el 17/01/2025,"E, E","E, E",barcelona_capital (BCN),100 m²,2,2,2ª,,IF7349-4804V,N/A,Central,,,,,,,,N/A,,,,,,,N/A,,1,,,,,,,,,,Comunitaria,,,,,,,,,,,
Piso en Carrer de La Boqueria,PRIVILEGED LIFE,5.974 €/m²,950.000 €,159 m²,https://www.pisos.com/comprar/piso-el_barri_gotic08002-49179505771_100500/,Anuncio actualizado el 08/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),159 m²,2,3,3ª,,SA5016-CER_6_4_2/10945,N/A,,,,,,Parquet,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,
Chalet en Carrer del Saüc,WALTER HAUS,8.315 €/m²,3.950.000 €,475 m²,https://www.pisos.com/comprar/chalet-sarria_sant_gervasi_sarria08017-50891499606_101800/,Anuncio actualizado el 20/02/2025,"A, A","A, A",barcelona_capital (BCN),475 m²,6,2,,,IF7349-4314V,,Central,,,,,,,,N/A,,,,,N/A,,N/A,,1,,,,1,,,,Privado,N/A,Propia,,,,,,,,,,,
"Piso en calle José Garrido Gámez,  20",Corp Promotores,6.300 €/m²,378.000 €,60 m²,https://www.pisos.com/comprar/piso-sant_marti_la_verneda_la_pau08020-5235869466_109700/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),60 m²,2,1,1ª,,4994285-21762308,N/A,,,,A estrenar,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Alta,RUSTIC CORNER,10.058 €/m²,1.720.000 €,171 m²,https://www.pisos.com/comprar/piso-sarria_sant_gervasi_sarria08017-45097379732_148700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),171 m²,4,3,3ª,Menos de 5 años,1487-003028,N/A,,142 m²,N/A,A estrenar,,Parquet,Aluminio,Frío y calor,N/A,N/A,N/A,Suroeste,N/A,,,N/A,,Más de 2,,N/A,,1,N/A,,N/A,Comunitario,N/A,Comunitaria,,,,,,,Otra compañía,,,,
"Piso en Plaça Catalana, 1",LA LLAVE DE ORO,5.373 €/m²,575.000 €,107 m²,https://www.pisos.com/comprar/piso-el_guinardo08032-5207777054_109700/,Anuncio actualizado el 14/02/2025,"A, A","A, A",barcelona_capital (BCN),107 m²,3,2,1ª,,4993346-0,,,,,A estrenar,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Can Baró,Engel & Völkers MMC Barcelona,4.222 €/m²,380.000 €,90 m²,https://www.pisos.com/comprar/piso-can_baro08024-5112768928_109700/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),90 m²,2,2,,,IF76306-D-000MG2,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Doctor Aiguader,BOLSA DE LA VIVIENDA,8.372 €/m²,720.000 €,86 m²,https://www.pisos.com/comprar/piso-ciutat_vella_la_barceloneta08003-28369659854_500793/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),86 m²,2,2,7ª,Entre 10 y 20 años,500793-PV6451,N/A,Eléctrica,72 m²,N/A,A estrenar,,Parquet,Aluminio,Frío,N/A,N/A,N/A,Sur,N/A,N/A,,,,2,N/A,N/A,N/A,1,,N/A,,,N/A,,,N/A,,,,,,,,,
Apartamento en Sant Gervasi-La Bonanova,Durán Carasso,7.142 €/m²,1.500.000 €,210 m²,https://www.pisos.com/comprar/apartamento-sant_gervasi_la_bonanova08022-49166858215_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),210 m²,4,2,,,BM201-5765,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Passeig Sant Joan, 31",WALTER HAUS,6.159 €/m²,850.000 €,138 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08010-40867392020_101800/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),138 m²,2,2,1ª,,IF7349-4557V,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
"Piso en Carrer de Sant Pere Més Baix, 25",SmartMove,3.653 €/m²,380.000 €,104 m²,https://www.pisos.com/comprar/piso-sant_pere_santa_caterina_la_ribera08003-49175911627_513606/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),104 m²,3,2,4ª,,4513606-Endless love,,,104 m²,,En buen estado,,,,,,,,Sureste,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,
