nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Referencia,Tipo suelo,Carpintería exterior,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Puerta blindada,Superficie solar,Agua,Terraza,Jardín,Piscina,Orientación,Urbanizado,Calle alumbrada,Calle asfaltada,Garaje,Trastero,Sistema de seguridad,Tipo de casa,Gastos de comunidad,Amueblado,Armarios empotrados,Chimenea,Teléfono,Ascensor,Carpintería interior,Vidrios dobles,Gas,Lavadero,Portero automático,Soleado,Se aceptan mascotas,Balcón,Interior,Adaptado a personas con movilidad reducida,Luz
"Dúplex en Carrer d'El Bruc de Baix, 1",PROYECTOS BRUC,2.722 €/m²,245.000 €,90 m²,https://www.pisos.com/comprar/duplex-el_bruc_centro_urbano-4548981842_109700/,Anuncio actualizado el 08/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),90 m²,,3,2,2ª,,,A estrenar,1097-21499242,,,,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,N/A,,,
Piso en Vilanova del Camí,FINQUES SUBIRANA,1.133 €/m²,85.000 €,75 m²,https://www.pisos.com/comprar/piso-vilanova_del_cami_centro_urbano-30859534703_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",anoia (BCN),75 m²,74 m²,4,3,3ª,,Entre 30 y 50 años,,SA377-12491/1783,Terrazo,,,,,,,,,,,,Noroeste,,,,,,,,,,,,,,,,,,,,,N/A,,,
"Casa adosada en Hostalets de Pierola, Els",MACROFINCAS S.L,1.249 €/m²,257.461 €,206 m²,https://www.pisos.com/comprar/casa_adosada-els_hostalets_de_pierola-5049609624_100500/,Anuncio actualizado el 19/10/2024,"E, D","E, D",anoia (BCN),206 m²,205 m²,3,3,,,Entre 20 y 30 años,,SA565-MCM4318EN/1454,Gres,,,N/A,,N/A,N/A,,,,,Comunitaria,,,,,1,,,Adosada,,,,,,,,,,,,,,,,,
Casa en Piera,GESTIONS IMMOBILIARIES SILVIA,1.901 €/m²,135.000 €,71 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-50018841758_308400/,Anuncio actualizado el 19/02/2025,"G, G","G, G",anoia (BCN),71 m²,50 m²,2,1,,,Entre 30 y 50 años,A reformar,3084-24103,Gres,Madera,,,N/A,N/A,,527 m²,,N/A,Privado,,Este,N/A,N/A,N/A,1,,,,,,,,,,,,,N/A,,,N/A,,,,
Casa en Capellades,Engel & Völkers MMC Barcelona,779 €/m²,349.000 €,448 m²,https://www.pisos.com/comprar/casa-capellades_centro_urbano-23397960149_101800/,Anuncio actualizado el 21/05/2024,"D, D","D, D",anoia (BCN),448 m²,,6,4,,,Entre 30 y 50 años,,IF76306-I-00VKDE-W-02ONJU,,,,Central,N/A,,,602 m²,,,Privado,Propia,,,,,1,N/A,,,,,1,,,,,,,N/A,,,,,,,
Casa en calle Cal Bordes,Engel & Völkers MMC Barcelona,1.000 €/m²,300.000 €,300 m²,https://www.pisos.com/comprar/casa-bellprat_bellprat-44251978207_101800/,Anuncio actualizado el 31/10/2024,"E, E","E, E",anoia (BCN),300 m²,,3,3,,,Más de 50 años,,IF76306-I-00YA8J-W-02V7SZ,,,,Central,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,
Casa en Residencial,PROYECTOS BRUC,1.451 €/m²,347.000 €,239 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-49197923426_324700/,Anuncio actualizado el 09/02/2025,"E, E","E, E",anoia (BCN),239 m²,180 m²,5,2,,,Entre 20 y 30 años,En buen estado,3247-056082,Gres,Aluminio blanco con puente térmico,Bomba de calor en dormitorio principal 1ª planta,Gas natural,8m² office - inducción,40m² aprox con salida al porche frente montserrat,N/A,544 m²,,Dos a pie dormitorios y distribuidor -18m² aprox,Privado,Propia,,N/A,N/A,N/A,1,,Alarma,,,,,,,,Roble,N/A,N/A,En zona garaje,,,,,,,
Piso en Vilanova del Camí,FINQUES SUBIRANA,1.827 €/m²,106.000 €,58 m²,https://www.pisos.com/comprar/piso-vilanova_del_cami_centro_urbano-47531629945_100500/,Anuncio actualizado el 20/02/2025,"E, F","E, F",anoia (BCN),58 m²,41 m²,2,1,1ª,,Más de 50 años,,SA377-18687/1783,Parquet,,N/A,N/A,,,,,,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,FINQUES SUBIRANA,1.623 €/m²,138.000 €,85 m²,https://www.pisos.com/comprar/piso-vilanova_del_cami_centro_urbano-48432350212_100500/,Anuncio actualizado el 18/02/2025,"G, F","G, F",anoia (BCN),85 m²,77 m²,3,1,1ª,,Entre 20 y 30 años,,SA377-18774/1783,Gres,,,N/A,,,,,,N/A,,,Sur,,,,,,,,,,,,,,,,,,,,,N/A,,,
Casa rústica en Carrer Major,Araico Assessors,1.122 €/m²,119.000 €,106 m²,https://www.pisos.com/comprar/casa_rustica-vallbona_anoia_centro_urbano-50856991475_993721/,Anuncio actualizado el 20/02/2025,"G, G","G, G",anoia (BCN),106 m²,106 m²,2,1,,,Más de 50 años,En buen estado,4993721-1558,Gres,Aluminio,,,N/A,N/A,,,,,,,Este,,,,,,,Rústica,,,,,,,,,,,,,,,,,
Chalet en Can Parellada,MACROFINCAS S.L,1.980 €/m²,510.900 €,258 m²,https://www.pisos.com/comprar/chalet-masquefa_centro_urbano-9184711382_100500/,Anuncio actualizado el 19/10/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),258 m²,257 m²,8,2,,,Más de 50 años,,SA565-MCM4523SA/1454,Gres,,N/A,N/A,,N/A,,1.043 m²,,N/A,N/A,Propia,,N/A,,,,,,,,,1,N/A,,,,,,,,,,,,,
Finca rústica en Can Fosalba,MACROFINCAS S.L,49 €/m²,499.900 €,295 m²,https://www.pisos.com/comprar/finca_rustica-els_hostalets_de_pierola-100049067387_100500/,Anuncio actualizado el 18/10/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),295 m²,235 m²,5,3,,,,,SA565-MCM4016XA/1454,,,,N/A,,N/A,,10.000 m²,N/A,N/A,,Propia,,N/A,,,,,,,,N/A,1,N/A,N/A,,,,,,,,,,,,
Casa en Cabrera D Anoia,FINQUES SIP,814 €/m²,220.000 €,270 m²,https://www.pisos.com/comprar/casa-cabrera_anoia_centro_urbano-44200925887_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),270 m²,250 m²,4,3,,,Entre 20 y 30 años,,SA5343-09773/9669,Gres,,,,,,N/A,700 m²,,N/A,N/A,,Sur,N/A,,,1,N/A,,,,,1,,,,,,,,,,,,,,
Casa en Centre,FINQUES SUBIRANA,1.840 €/m²,230.000 €,125 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-49241957969_100500/,Anuncio actualizado el 18/02/2025,"G, F","G, F",anoia (BCN),125 m²,97 m²,4,2,,,Entre 30 y 50 años,,SA377-18793/1783,,,,N/A,,,,,,N/A,,,,,,,1,N/A,,,,,1,,,,,,,,,,,,,,
Casa en Barriada Dusfort,INMODERNA GSI,803 €/m²,249.000 €,310 m²,https://www.pisos.com/comprar/casa-calonge_de_segarra_centro_urbano-50869557168_101300/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),310 m²,179 m²,5,3,,,Entre 20 y 30 años,,API222-OI202497,,,,N/A,,,,,,,,,Este,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Sant Martí Sesgueioles,Engel & Völkers MMC Barcelona,1.250 €/m²,195.000 €,156 m²,https://www.pisos.com/comprar/casa-sant_marti_sesgueioles_centro_urbano-37545080949_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),156 m²,,3,2,,,Más de 50 años,,IF76306-I-00XIIF-W-02T6UJ,,,,Central,,,,52 m²,,,Privado,,,,,,1,,,,,,,,,,,,,,,,,,,,
Piso en Centre,FINQUES SUBIRANA,2.133 €/m²,160.000 €,75 m²,https://www.pisos.com/comprar/piso-igualada_centre-50011754710_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",anoia (BCN),75 m²,73 m²,3,1,2ª,,Más de 50 años,,SA377-18817/1783,Parquet,,,,,,,,,,,,Sur,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Tarragona,Aliseda Inmobiliaria,1.174 €/m²,101.000 €,86 m²,https://www.pisos.com/comprar/piso-vilanova_del_cami_centro_urbano-45888429141_105900/,Anuncio actualizado el 25/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),86 m²,,3,1,,,,,AN1-ANT00030689412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Igualada,FINQUES SUBIRANA,1.138 €/m²,460.000 €,404 m²,https://www.pisos.com/comprar/casa-igualada_llevant08700-48418052016_100500/,Anuncio actualizado el 18/02/2025,"G, G","G, G",anoia (BCN),404 m²,158 m²,4,3,,,Entre 30 y 50 años,,SA377-10007/1783,,,N/A,Gas natural,,,,,N/A,N/A,,,Norte,,,,1,N/A,N/A,,,,1,N/A,,,,,,,,,,,,,
Casa en Carrer de Sant Josep,Engel & Völkers MMC Barcelona,1.268 €/m²,345.000 €,272 m²,https://www.pisos.com/comprar/casa-pla_de_sant_magi-15869151871_101800/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),272 m²,,4,2,,,Más de 50 años,,IF76306-I-00URPE-W-02MHX8,,,,Central,N/A,,,141 m²,,N/A,,,,,,,1,N/A,,,,N/A,1,,,,,,,N/A,,,,,,,
"Casa en Carrer de Tordera, 7",ALTAMIRA,970 €/m²,100.000 €,103 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-38396106591_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),103 m²,100 m²,2,1,,,,,AM9-9165##9165_0011_PE0001,,,,,,,,,,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Calaf,Engel & Völkers MMC Barcelona,177 €/m²,119.500 €,675 m²,https://www.pisos.com/comprar/casa-calaf_centro_urbano08280-35908011179_101800/,Anuncio actualizado el 08/10/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),675 m²,,,,,,,,IF76306-I-00X9VI-W-02RTSK,,,,,,,,181 m²,,,,,Noreste,,,,,,,,,,,,,,,,,,,,,,,,
Casa en El Portell,MACROFINCAS S.L,3.653 €/m²,475.000 €,130 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-869595001_100500/,Anuncio actualizado el 31/10/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),130 m²,120 m²,4,1,,,Entre 30 y 50 años,,SA565-MCE585JJ/1454,Gres,,N/A,Eléctrica,,,,3.900 m²,N/A,N/A,N/A,Propia,,N/A,,,,N/A,,,,N/A,,N/A,,,,,,,,,,,,,
Casa en Capellades,CASA HOUSE,546 €/m²,275.000 €,503 m²,https://www.pisos.com/comprar/casa-capellades_centro_urbano-48405717296_109300/,Anuncio actualizado el 20/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),503 m²,475 m²,7,2,,,,,EP1035-TC2509,Cerámica o gress,N/A,,Gasoil,Americana,,,,N/A,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,N/A
Casa en Rofes,FINQUES SUBIRANA,1.511 €/m²,325.000 €,215 m²,https://www.pisos.com/comprar/casa-la_llacuna_centro_urbano-43387167245_100500/,Anuncio actualizado el 18/02/2025,"F, G","F, G",anoia (BCN),215 m²,176 m²,5,2,,,,,SA377-18461/1783,,,,Gas natural,,,,717 m²,,N/A,N/A,,Sur,N/A,,,1,N/A,,,,,1,,,,,,,,,,,,,,
Piso en Plaça de Generalitat,Alfa pisos i casas Anoia,1.665 €/m²,181.500 €,109 m²,https://www.pisos.com/comprar/piso-piera_centro_urbano-40842847320_101000/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),109 m²,,4,2,,N/A,,,AF216-2322/16,,,,,,,,,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,
Chalet en La Pobla de Claramunt,FINQUES SUBIRANA,1.690 €/m²,279.000 €,165 m²,https://www.pisos.com/comprar/chalet-la_pobla_de_claramunt_centro_urbano-44185494574_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),165 m²,124 m²,4,3,,,Entre 10 y 20 años,,SA377-18559/1783,Gres,,,Eléctrica,,,,,,N/A,N/A,,Sur,N/A,,,1,N/A,,,,,,N/A,,,,,,,,,,,,,
Casa en La Pobla de Claramunt,Engel & Völkers MMC Barcelona,1.037 €/m²,390.000 €,376 m²,https://www.pisos.com/comprar/casa-la_pobla_de_claramunt_centro_urbano-40048290273_101800/,Anuncio actualizado el 21/05/2024,"G, G","G, G",anoia (BCN),376 m²,,4,2,,,Más de 50 años,,IF76306-I-00XS4G-W-02TZF2,,,,,N/A,,,1.519 m²,,N/A,Privado,Propia,Sureste,,,,1,,,,,N/A,1,,,,,,,,,,,,,,
Dúplex en Calaf,FINQUES SUBIRANA,1.252 €/m²,119.000 €,95 m²,https://www.pisos.com/comprar/duplex-calaf_centro_urbano08280-47519793415_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",anoia (BCN),95 m²,65 m²,3,4,3ª,,,,SA377-18669/1783,Gres,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Barri del Sant Crist,FINQUES SUBIRANA,2.302 €/m²,198.000 €,86 m²,https://www.pisos.com/comprar/piso-igualada_ponent08700-47554139599_100500/,Anuncio actualizado el 18/02/2025,"E, D","E, D",anoia (BCN),86 m²,73 m²,3,2,1ª,,Entre 10 y 20 años,,SA377-18670/1783,Parquet,,,N/A,,,,,,,,,Este,,,,,N/A,,,,,,,,N/A,,,,,,,,N/A,,,
Piso en La Masuca,FINQUES SUBIRANA,1.817 €/m²,169.000 €,93 m²,https://www.pisos.com/comprar/piso-igualada_centre-41735757910_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",anoia (BCN),93 m²,72 m²,4,2,2ª,,Entre 30 y 50 años,,SA377-18422/1783,,,,Gas natural,,,N/A,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,N/A,,,
Casa en La Llacuna,Engel & Völkers MMC Barcelona,2.307 €/m²,600.000 €,260 m²,https://www.pisos.com/comprar/casa-la_llacuna_centro_urbano-47556892277_101800/,Anuncio actualizado el 14/01/2025,"E, E","E, E",anoia (BCN),260 m²,,4,3,,,Entre 20 y 30 años,,IF76306-I-00YLXE-W-02WI69,,,,Central,N/A,,,1.458 m²,,,Privado,,,,,,1,N/A,,,,,,,,,,,,N/A,,,,,,,
Casa en Carrer de Sant Ramon,Engel & Völkers MMC Barcelona,1.464 €/m²,675.000 €,461 m²,https://www.pisos.com/comprar/casa-capellades_centro_urbano-28433184748_101800/,Anuncio actualizado el 21/05/2024,"C, C","C, C",anoia (BCN),461 m²,,5,4,,,Más de 50 años,,IF76306-I-00WAL3-W-02QG5O,,,,Central,N/A,,,1.606 m²,,N/A,Privado,,Oeste,,,,1,,,,,,1,,,,,,,N/A,,,,,,,
Finca rústica en Jorba,PROYECTOS BRUC,155.000 €/m²,930.000 €,498 m²,https://www.pisos.com/comprar/finca_rustica-jorba_centro_urbano-47579252176_324700/,Anuncio actualizado el 22/01/2025,"D, D","D, D",anoia (BCN),498 m²,498 m²,6,6,,,,En buen estado,3247-056033,Gres,Aluminio,,Gasoil,N/A,N/A,,6 m²,,N/A,,Propia,,,,N/A,Más de 2,,N/A,,,,,N/A,,,,N/A,,N/A,,,,,,N/A,
Chalet en Can Mas,MACROFINCAS S.L,1.971 €/m²,1.500.000 €,761 m²,https://www.pisos.com/comprar/chalet-piera_centro_urbano-33368179447_100500/,Anuncio actualizado el 18/10/2024,"F, F","F, F",anoia (BCN),761 m²,705 m²,6,4,,,Entre 10 y 20 años,,SA565-MCE5580MI/1454,Gres,,N/A,N/A,,N/A,,1.500 m²,N/A,N/A,N/A,Propia,Sur,N/A,,,1,N/A,,,,,1,N/A,,,,,,,,,,,,,
Chalet en Les Comes Iii,FINQUES SUBIRANA,1.740 €/m²,470.000 €,270 m²,https://www.pisos.com/comprar/chalet-les_comes08700-30868181341_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),270 m²,250 m²,4,3,,,Entre 10 y 20 años,,SA377-16511/1783,Gres,,N/A,N/A,,,,365 m²,,N/A,N/A,Propia,Sur,,,,1,,N/A,,,,1,,,,,,,,,,,,,,
Chalet en El Bruc,IMMOBILIÀRIA BARDÉS,1.642 €/m²,299.000 €,182 m²,https://www.pisos.com/comprar/chalet-el_bruc_centro_urbano-50888565921_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),182 m²,,,,,,,,EP733-BR-C-5853-24,,,,N/A,,,,,,N/A,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,
Piso en Masquefa,JULIA ORDIALES,2.642 €/m²,148.000 €,56 m²,https://www.pisos.com/comprar/piso-masquefa_centro_urbano-50895628456_106000/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),56 m²,47 m²,2,1,2ª,,Entre 10 y 20 años,,NI703-PMQ148,Gres,Aluminio,,Eléctrica,Americana - amueblada con elec.,N/A,,,Termo electrico,,,,,,,,,,,,,N/A,1,,,N/A,,,,,,,,N/A,,,
Casa en calle Santa María,Engel & Völkers MMC Barcelona,975 €/m²,790.000 €,810 m²,https://www.pisos.com/comprar/casa-santa_maria_de_miralles_centro_urbano-48429025695_101800/,Anuncio actualizado el 19/10/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),810 m²,,12,4,,,Más de 50 años,,IF76306-I-00YQHC-W-02XH0F,,,,Central,N/A,,,520.000 m²,,,Privado,,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,
Casa en Can Parellada,JULIA ORDIALES,1.270 €/m²,428.000 €,337 m²,https://www.pisos.com/comprar/casa-masquefa_centro_urbano-50842950045_106000/,Anuncio actualizado el 02/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),337 m²,150 m²,5,3,,,Entre 20 y 30 años,,NI703-CCPMQ428,Terrazo,Aluminio,,Eléctrica,Americana - amueblada con elec.,N/A,,905 m²,Termo electrico,N/A,N/A,,,,,,1,,,,,,2,,,,,,,,,,,,,,
Dúplex en Centre,FINQUES SUBIRANA,2.255 €/m²,286.500 €,127 m²,https://www.pisos.com/comprar/duplex-igualada_llevant08700-46751053208_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),127 m²,99 m²,3,2,2ª,,Entre 20 y 30 años,,SA377-18640/1783,Parquet,,N/A,Gas natural,,,,,,N/A,,,Oeste,,,,,N/A,,,,,1,N/A,,N/A,,,,,,,,N/A,,,
Casa en Montserrat Parc,PROYECTOS BRUC,1.015 €/m²,258.000 €,254 m²,https://www.pisos.com/comprar/casa-el_bruc_centro_urbano-49245685267_324700/,Anuncio actualizado el 16/02/2025,"G, G","G, G",anoia (BCN),254 m²,214 m²,5,2,,,Entre 20 y 30 años,En buen estado,3247-056081,Gres,De origen con rejas y en 1ª planta de aluminio bro,,Gasoil,Origen - 8m² con butano,28m² con salida a terraza,,593 m²,,A pie del salón y de un dormitorio,Privado,,,,,N/A,Más de 2,,,,,,1,Tiro de salida de humos preparado,,,Pino,,,,,,,,,,
Piso en Barri Vistalegre,FINQUES SUBIRANA,1.592 €/m²,129.000 €,81 m²,https://www.pisos.com/comprar/piso-santa_margarida_de_montbui_centro_urbano-45859430559_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",anoia (BCN),81 m²,73 m²,4,2,2ª,,Entre 30 y 50 años,,SA377-18543/1783,Gres,,,Gas natural,,,,,,N/A,,,Oeste,,,,,,,,,,,,,N/A,,,,,,,,N/A,,,
Casa en Serra Alta,MACROFINCAS S.L,2.136 €/m²,363.184 €,170 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_pierola-7529283817_100500/,Anuncio actualizado el 09/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),170 m²,155 m²,3,2,,,Entre 10 y 20 años,,SA565-MCE4406NR/1454,Gres,,,N/A,,N/A,,995 m²,N/A,N/A,,Propia,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,
"Casa en calle de Can Fosalba, 5",TAMM SERVEIS IMMOBILIARIS,1.416 €/m²,425.000 €,300 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_pierola-47535655041_101300/,Anuncio actualizado el 21/12/2024,"C, D","C, D",anoia (BCN),300 m²,260 m²,5,3,,,Entre 10 y 20 años,,API173-BLUE 35-24,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,
Casa en Poble Sec,FINQUES SUBIRANA,1.024 €/m²,458.000 €,447 m²,https://www.pisos.com/comprar/casa-igualada_llevant08700-45844749292_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),447 m²,206 m²,4,3,,,,,SA377-18628/1783,,,N/A,N/A,,,,425 m²,,N/A,N/A,Propia,Sur,,,,1,N/A,,,,,,N/A,,,,,,,,,,,,,
Casa adosada en Residencial  El Serral,donpiso Central,1.440 €/m²,360.000 €,250 m²,https://www.pisos.com/comprar/casa_adosada-piera_centro_urbano-49181693096_109100/,Anuncio actualizado el 17/02/2025,"D, D","D, D",anoia (BCN),250 m²,210 m²,4,5,,,,,FE12-288362,Gres,Madera,N/A,Gasoil,,,,,,N/A,N/A,,Este,,,,,N/A,,Adosada,,,,,,,,,Otra compañía,,,,,,,,
Piso en Igualada,FINQUES SUBIRANA,2.342 €/m²,267.000 €,114 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-50909546167_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),114 m²,94 m²,3,2,2ª,,Menos de 5 años,,SA377-18854/1783,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,N/A,,,
Casa en Can Mas,GROCASA,2.047 €/m²,299.000 €,146 m²,https://www.pisos.com/comprar/casa-el_badorc-33415195841_109300/,Anuncio actualizado el 23/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),146 m²,133 m²,4,2,,,Entre 30 y 50 años,,EP743-1500393,Cerámico,Aluminio,N/A,Centralizada,Office,,,,,,N/A,Propia,N/A,,,,Privado,,,,,,,,,,,,,N/A,,,,,,,
Piso en calle Sant Sebastià,TAMM SERVEIS IMMOBILIARIS,988 €/m²,165.000 €,167 m²,https://www.pisos.com/comprar/piso-piera_centro_urbano-50908736074_101300/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),167 m²,92 m²,4,1,,,,,API173-BLUE-867-956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet en Carrer d'Andorra, nº -",ALTAMIRA,1.111 €/m²,189.000 €,170 m²,https://www.pisos.com/comprar/chalet-els_hostalets_de_pierola-35056357756_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),170 m²,170 m²,3,2,,,,,AM9-2061##02102429,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Pare Claret,CICLOACTIVOS S.L.,830 €/m²,93.000 €,112 m²,https://www.pisos.com/comprar/piso-vilanova_del_cami_centro_urbano-945856907996450_109700/,Anuncio actualizado el 12/06/2024,"G, G","G, G",anoia (BCN),112 m²,112 m²,3,2,2ª,,Más de 50 años,,4991803-31156,Gres,Aluminio,,,,,,,N/A,N/A,,,Sur,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Centre,FINQUES SUBIRANA,2.307 €/m²,300.000 €,130 m²,https://www.pisos.com/comprar/piso-igualada_centre-51707939779_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),130 m²,108 m²,3,2,1ª,,Menos de 5 años,,SA377-18888/1783,Parquet,,N/A,,,N/A,,,,N/A,,,Suroeste,,,,,,,,,,,,,N/A,,,,,,,,N/A,,,
"Piso en Carrer de Josep Galtés, 44",ALTAMIRA,1.074 €/m²,72.000 €,67 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-35068198270_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),67 m²,57 m²,3,1,,,,,AM9-9161##9161_0313_PE0001,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Els Hostalets de Pierola,Engel & Völkers MMC Barcelona,1.785 €/m²,650.000 €,364 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_pierola-49200130815_101800/,Anuncio actualizado el 18/11/2024,"E, E","E, E",anoia (BCN),364 m²,,5,3,,,Más de 50 años,,IF76306-I-00YTLN-W-02XHGK,,,,Central,,,,3.046 m²,,,Privado,,,,,,1,,,,,,,,,,,,,,,,,,,,
Casa adosada en Barrio Bedorc (Piera),donpiso Central,1.536 €/m²,312.000 €,203 m²,https://www.pisos.com/comprar/casa_adosada-piera_centro_urbano-46669713196_109100/,Anuncio actualizado el 14/02/2025,"F, F","F, F",anoia (BCN),203 m²,,4,3,,,,,FE12-282710,Parket,Aluminio,,Gasoil,,,,,,N/A,N/A,N/A,,,,,,,,Adosada,,,,,,,,,Otra compañía,,,,,,,,
Piso en Masquefa,IMMOMAX,1.396 €/m²,74.000 €,53 m²,https://www.pisos.com/comprar/piso-masquefa_centro_urbano-47556273356_109300/,Anuncio actualizado el 05/10/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),53 m²,42 m²,,1,,N/A,,A reformar,EP950-16824,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Igualada,FINQUES SUBIRANA,3.022 €/m²,263.000 €,87 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-50864337159_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),87 m²,77 m²,3,2,3ª,,Menos de 5 años,,SA377-18859/1783,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Centre,FINQUES SUBIRANA,2.777 €/m²,250.000 €,90 m²,https://www.pisos.com/comprar/piso-igualada_centre-50888731494_100500/,Anuncio actualizado el 18/02/2025,"E, F","E, F",anoia (BCN),90 m²,80 m²,4,2,1ª,,Entre 10 y 20 años,,SA377-10654/1783,Parquet,,,Eléctrica,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Santa Margarida de Montbui,FINQUES SUBIRANA,1.511 €/m²,130.000 €,86 m²,https://www.pisos.com/comprar/piso-santa_margarida_de_montbui_centro_urbano-44215431707_100500/,Anuncio actualizado el 18/02/2025,"G, F","G, F",anoia (BCN),86 m²,70 m²,4,1,3ª,,Más de 50 años,,SA377-18566/1783,Terrazo,,N/A,Gas natural,,,,,,N/A,,,Noreste,,,,1,,,,,,1,,,,,,,,,,,N/A,,,
