nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Interior,Antigüedad,Conservación,Referencia,Tipo suelo,Carpintería exterior,Cocina equipada,Orientación,Se aceptan mascotas,Exterior,Aire acondicionado,Calefacción,Ascensor,Balcón,Terraza,Garaje,Gastos de comunidad,Puerta blindada,Trastero,Piscina,Armarios empotrados,Carpintería interior,Vidrios dobles,Gas,Teléfono,Comedor,Lavadero,Portero automático,Sistema de seguridad,Soleado,Agua,Superficie solar,Tipo de casa,Jardín,Adaptado a personas con movilidad reducida,Amueblado
Ático en Carrer de Martí i Blasi,CICLOACTIVOS S.L.,1.744 €/m²,75.000 €,43 m²,https://www.pisos.com/comprar/atico-hospitalet_de_llobregat_la_florida-31688778931_991803/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),43 m²,43 m²,1,1,4ª,,Más de 50 años,A reformar,4991803-31383,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Ponent,"Punto Badal-BCN, S.L.",2.576 €/m²,134.000 €,52 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-50851078963_100500/,Anuncio actualizado el 14/01/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),52 m²,,2,1,5ª,,Más de 50 años,En buen estado,SA3078-PB-PT134K,,,,Sur,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Toledo,Aliseda Inmobiliaria,1.709 €/m²,138.500 €,81 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-41675131498_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),81 m²,,2,1,,,,,AN1-ANT00030688872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Granvia Sud,FINQUES SIP,4.300 €/m²,430.000 €,100 m²,https://www.pisos.com/comprar/piso-gran_via_h08908-44253037412_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),100 m²,92 m²,3,2,4ª,,Entre 10 y 20 años,,SA5343-09265/9669,Parquet,,,Sur,,,N/A,Eléctrica,N/A,N/A,N/A,,,N/A,,,,,,,,N/A,,,,,N/A,,,,,
Piso en Carrer del Cinca,VIVANTIAL,1.452 €/m²,77.000 €,53 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-42594602498_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),53 m²,47 m²,,,Bajo,,,,EP618-13666-2045,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Collblanc-Torrassa,GROCASA,2.588 €/m²,220.000 €,85 m²,https://www.pisos.com/comprar/piso-collblanc08904-51706435282_109300/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),85 m²,69 m²,3,1,1ª,,Más de 50 años,,EP743-398984,Cerámico,Aluminio,Office,Se,,,,Centralizada,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Vía Gv Corts Catalanes,GROCASA,4.234 €/m²,398.000 €,94 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-50917179071_109300/,Anuncio actualizado el 26/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),94 m²,87 m²,3,2,4ª,,Más de 50 años,,EP743-1714636,Cerámico,Aluminio,Office,E,,,,Individual,,,,,50,,,,,,,,,,N/A,,,,,,,,,
Piso en Carrer de Toledo,Aliseda Inmobiliaria,2.163 €/m²,106.000 €,49 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-41677443813_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),49 m²,,2,2,,,,,AN1-ANT00030663453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Mont,"Punto Badal-BCN, S.L.",1.844 €/m²,83.000 €,45 m²,https://www.pisos.com/comprar/piso-collblanc08904-48412703770_100500/,Anuncio actualizado el 02/12/2024,"E, E","E, E",hospitalet_de_llobregat (BCN),45 m²,40 m²,1,1,,,Más de 50 años,En buen estado,SA3078-PB-MT83K,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Ponent,LA CASA AGENCY CASTELLDEFELS,3.000 €/m²,195.000 €,65 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-48390794950_103700/,Anuncio actualizado el 19/02/2025,"C, C","C, C",hospitalet_de_llobregat (BCN),65 m²,50 m²,3,1,,,Más de 50 años,En buen estado,BLU1-LCB33062,,,,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Belchite,VIVANTIAL,1.303 €/m²,73.000 €,56 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-48403270984_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),56 m²,40 m²,,,,,,,EP618-13840-2022,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
"Piso en calle Av Severo Ochoa De,23 Esc:1 Pl:Null Pt:01 Hospital",HIPOGES IBERIA,1.037 €/m²,55.000 €,53 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-49180303473_100700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),53 m²,53 m²,,,,,Más de 50 años,,AURE-30854,,,,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,
Piso en Collblanc,Engel & Völkers MMC Barcelona,4.763 €/m²,419.175 €,88 m²,https://www.pisos.com/comprar/piso-collblanc08904-4947185325_109700/,Anuncio actualizado el 11/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),88 m²,,3,2,,,,A estrenar,IF76306-D-000LC9,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de les Aigües del Llobregat,"Punto Badal-BCN, S.L.",2.864 €/m²,169.000 €,59 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-50835757992_100500/,Anuncio actualizado el 30/01/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),59 m²,,3,1,,N/A,Entre 30 y 50 años,En buen estado,SA3078-PB-AJ175K,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del General Prim,LA CASA AGENCY CASTELLDEFELS,3.293 €/m²,359.000 €,109 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-47552554558_103700/,Anuncio actualizado el 19/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),109 m²,65 m²,3,2,,,Entre 20 y 30 años,En buen estado,BLU1-LCB32470,,,,,,N/A,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Llevant,LA CASA AGENCY CASTELLDEFELS,2.890 €/m²,289.000 €,100 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-50901214000_103700/,Anuncio actualizado el 19/02/2025,"D, D","D, D",hospitalet_de_llobregat (BCN),100 m²,90 m²,3,2,,,Entre 30 y 50 años,Reformado,BLU1-LCB34532,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Collblanc,GROCASA,1.863 €/m²,395.000 €,212 m²,https://www.pisos.com/comprar/casa-collblanc08904-50860497674_109300/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),212 m²,89 m²,6,1,,,Más de 50 años,,EP743-390179,Cerámico,Madera,Office,N,,,,,,,N/A,Privado,,N/A,N/A,,,,,,,,N/A,,,,,,,,,
Piso en Collblanc,GROCASA,4.098 €/m²,750.000 €,183 m²,https://www.pisos.com/comprar/piso-collblanc08903-51695973299_109300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),183 m²,160 m²,4,1,Bajo,,Más de 50 años,,EP743-1714683,Parquet,Aluminio,Office,So,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida Gravina,Aliseda Inmobiliaria,2.133 €/m²,128.000 €,60 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-43345218803_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),60 m²,,2,1,,,,,AN1-ANT00030688772,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Collblanc,Engel & Völkers MMC Barcelona,3.888 €/m²,595.000 €,153 m²,https://www.pisos.com/comprar/piso-collblanc08904-4978790238_109700/,Anuncio actualizado el 11/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),153 m²,,3,2,,,,A estrenar,IF76306-D-000LC9,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Junto Al Ayuntamiento,donpiso Central,4.090 €/m²,450.000 €,110 m²,https://www.pisos.com/comprar/piso-centre_sanfeliu_sant_josep08901-915276451_109100/,Anuncio actualizado el 06/02/2025,"B, B","B, B",hospitalet_de_llobregat (BCN),110 m²,96 m²,3,3,,,,,FE44-236070,Parket,Aluminio,,Sur,,Exterior calle,Con bomba de calor,,N/A,,N/A,,,,N/A,,,,,,,,,,,,,,,N/A,,
Piso en Carrer del Jardí,VIVANTIAL,1.488 €/m²,67.000 €,45 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-45834726667_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),45 m²,38 m²,,,4ª,,,,EP618-13830-2025,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Avinguda de Miraflores,VIVANTIAL,1.313 €/m²,67.000 €,51 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-42534915678_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),51 m²,45 m²,,,3ª,,,,EP618-13667-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de les Planes,CENTURY 21 Les Santes,1.296 €/m²,70.000 €,54 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-42583198583_107700/,Anuncio actualizado el 21/11/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),54 m²,46 m²,3,1,,,Más de 50 años,,VE87-0117-00189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Les Planes,HIPOGES IBERIA,2.357 €/m²,99.000 €,42 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-49183813342_100700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),42 m²,42 m²,,,,,Más de 50 años,,LIRE-06494,,,,,,,N/A,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,
Piso en Carrer de la Mina,HIPOGES IBERIA,2.238 €/m²,98.500 €,44 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-48333811916_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),44 m²,44 m²,,,3ª,,Más de 50 años,,AURE-30583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de les Aigües del Llobregat,VIVANTIAL,1.800 €/m²,63.000 €,35 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-45863691107_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),35 m²,33 m²,,,Sótano,,,,EP618-14168-2025,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Carrer d'Holanda,VIVANTIAL,1.029 €/m²,70.000 €,68 m²,https://www.pisos.com/comprar/piso-el_gornal08902-33360696648_109300/,Anuncio actualizado el 07/02/2025,"F, E","F, E",hospitalet_de_llobregat (BCN),68 m²,53 m²,,,2ª,,,A reformar,EP618-5988-2025,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Avinguda de Catalunya,LA CASA AGENCY CASTELLDEFELS,2.500 €/m²,290.000 €,116 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-49242880411_103700/,Anuncio actualizado el 19/02/2025,"D, D","D, D",hospitalet_de_llobregat (BCN),116 m²,,4,2,,,Entre 30 y 50 años,,BLU1-LCB33244,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Jardí,HIPOGES IBERIA,2.166 €/m²,117.000 €,54 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-51766459708_100700/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),54 m²,54 m²,,,,,,,GTRE-01267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Severo Ochoa,LA CASA AGENCY CASTELLDEFELS,2.595 €/m²,129.794 €,50 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-50043160517_103700/,Anuncio actualizado el 19/02/2025,"C, C","C, C",hospitalet_de_llobregat (BCN),50 m²,48 m²,2,1,,,,En buen estado,BLU1-LCB33486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Rodés,VIVANTIAL,2.307 €/m²,180.000 €,78 m²,https://www.pisos.com/comprar/piso-sant_josep08901-30000830330_109300/,Anuncio actualizado el 15/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),78 m²,78 m²,,,Bajo,,,En buen estado,EP618-6107-2023,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Dúplex en Collblanc -  Junto Metro,donpiso Central,2.592 €/m²,490.000 €,189 m²,https://www.pisos.com/comprar/duplex-collblanc08904-50920973648_109100/,Anuncio actualizado el 11/02/2025,"D, C","D, C",hospitalet_de_llobregat (BCN),189 m²,,4,3,,,,,FE3-290357,,Aluminio,,Este,,Exterior calle,Con bomba de calor,N/A,N/A,,N/A,,,,N/A,,,,,Otra compañía,,,,,,Por la mañana,,,,,,
Piso en Carrer de les Amapolas,LA CASA AGENCY CASTELLDEFELS,2.422 €/m²,109.000 €,45 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-50841802650_103700/,Anuncio actualizado el 19/02/2025,"G, F","G, F",hospitalet_de_llobregat (BCN),45 m²,,2,1,,,,En buen estado,BLU1-LCB34511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Joventut,Aliseda Inmobiliaria,1.857 €/m²,117.000 €,63 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-44202584643_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),63 m²,,3,1,,,,,AN1-ANT00030655705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida Av Masnou Del,GROCASA,2.500 €/m²,210.000 €,84 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-35929252894_109300/,Anuncio actualizado el 23/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),84 m²,60 m²,4,1,1ª,,Más de 50 años,,EP743-615746,Cerámico,Aluminio,Office,Se,,,N/A,Centralizada,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Mossèn Jaume Busquets,VIVANTIAL,2.575 €/m²,170.000 €,66 m²,https://www.pisos.com/comprar/piso-el_gornal08902-50837625001_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),66 m²,62 m²,,,1ª,,,,EP618-15248-2025,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Carrer de Cervantes,Aliseda Inmobiliaria,82 €/m²,77.000 €,930 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-41672074262_105900/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),930 m²,,1,1,,,,,AN1-ANT00030690503,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Rafael Campalans,"Punto Badal-BCN, S.L.",3.000 €/m²,135.000 €,45 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-50901251432_100500/,Anuncio actualizado el 04/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),45 m²,,1,1,4ª,,Más de 50 años,A reformar,SA3078-PB-SA140K,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Junto Al Ayuntamiento,donpiso Central,3.928 €/m²,440.000 €,112 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-49235994586_109100/,Anuncio actualizado el 16/02/2025,"B, B","B, B",hospitalet_de_llobregat (BCN),112 m²,96 m²,3,3,,,,,FE44-236072,Parket,Aluminio,,Sur,,Exterior calle,Con bomba de calor,,N/A,,N/A,,,,N/A,,,,,Otra compañía,,,,,,,,,,N/A,,
Piso en Sant Josep,BEST HOUSE BARCELONA SANTS,2.250 €/m²,135.000 €,60 m²,https://www.pisos.com/comprar/piso-centre_sanfeliu_sant_josep08901-7594816723_100500/,Anuncio actualizado el 09/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),60 m²,60 m²,3,1,Bajo,,Más de 50 años,,SA431-624393/5661,,,,,,,N/A,Central,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Junto Mercado de Collblanc,donpiso Central,3.417 €/m²,249.500 €,73 m²,https://www.pisos.com/comprar/piso-collblanc08903-50904855524_109100/,Anuncio actualizado el 17/02/2025,"F, E","F, E",hospitalet_de_llobregat (BCN),73 m²,58 m²,2,1,1ª,N/A,,,FE3-288748,Parket,Aluminio,,Norte,,,Con bomba de calor,N/A,N/A,,,,Entre 40 y 60 €,,,,,,,Otra compañía,,,,,,Por la mañana,,,,,,N/A
Piso en Carrer de Santiago Apòstol,"Punto Badal-BCN, S.L.",3.181 €/m²,210.000 €,66 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-51714082226_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),66 m²,,1,1,3ª,,Más de 50 años,En buen estado,SA3078-107291733,,,,Sur,,N/A,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Ático en Collblanc,Engel & Völkers MMC Barcelona,5.071 €/m²,456.435 €,90 m²,https://www.pisos.com/comprar/atico-collblanc08904-4979321715_109700/,Anuncio actualizado el 11/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),90 m²,,3,2,,,,A estrenar,IF76306-D-000LC9,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Llorer,Aliseda Inmobiliaria,2.311 €/m²,159.500 €,69 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-41710627041_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),69 m²,,4,1,,,,,AN1-ANT00030652305,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Collblanc,BEST HOUSE BARCELONA SANTS,2.533 €/m²,152.000 €,60 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-24217514884_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),60 m²,60 m²,2,1,Bajo,,Más de 50 años,,SA431-691207/5661,,,,,,,N/A,,,,,,,,,,1,,,,,N/A,,,,,,,,,,
Piso en Collblanc,Hounting,3.053 €/m²,171.000 €,56 m²,https://www.pisos.com/comprar/piso-collblanc08904-51736189802_100500/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),56 m²,,3,1,1ª,N/A,,En buen estado,SA5364-2001/20010013/32,Gres,,,,,,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,,,
Piso en Can Serra,Hounting,2.250 €/m²,180.000 €,80 m²,https://www.pisos.com/comprar/piso-can_serra08906-51681413035_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),80 m²,,4,1,Bajo,,,En buen estado,SA5364-2201/22010038/1,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Bellvitge,BEST HOUSE BARCELONA SANTS,1.840 €/m²,138.000 €,75 m²,https://www.pisos.com/comprar/piso-bellvitge_el_gornal08907-12557144443_100500/,Anuncio actualizado el 15/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),75 m²,60 m²,2,1,,,Más de 50 años,En buen estado,SA431-645420/5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Ponent,"Punto Badal-BCN, S.L.",3.000 €/m²,195.000 €,65 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-49257759583_100500/,Anuncio actualizado el 07/11/2024,"E, E","E, E",hospitalet_de_llobregat (BCN),65 m²,,3,1,1ª,,Más de 50 años,En buen estado,SA3078-PB-AP195K,,,,,,N/A,N/A,,N/A,N/A,,,,,,,1,,,,,,,,,,,,,,,
Piso en Rambla Catalana,Aliseda Inmobiliaria,1.914 €/m²,122.500 €,64 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-41673513574_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),64 m²,,3,1,,,,,AN1-ANT00030690724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Vinaròs,VIVANTIAL,1.268 €/m²,85.000 €,67 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-42515366859_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),67 m²,67 m²,,,3ª,,,,EP618-11948-2025,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Rambla de Just Oliveras,ALL 4 FLAT,4.464 €/m²,250.000 €,56 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre-29200912722_518209/,Anuncio actualizado el 05/02/2025,"G, G","G, G",hospitalet_de_llobregat (BCN),56 m²,51 m²,2,1,6ª,,Más de 50 años,Reformado,518209-002749,Parquet,,N/A,,,N/A,Frío y calor,,N/A,,,,,,,,Más de 2,,,,,N/A,N/A,,N/A,N/A,,,,,,N/A
Piso en Carrer de Portugal,GC INMOBILIARIA,787 €/m²,63.000 €,80 m²,https://www.pisos.com/comprar/piso-bellvitge08907-48409783314_500120/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),80 m²,80 m²,4,1,Bajo,,,En buen estado,500120-80799-80729-E,Parquet,Aluminio,N/A,Sur,,N/A,Frío y calor,Central,N/A,N/A,N/A,,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,,,,,N/A,
"Piso en calle Cl Estrella de L , nº 31",ALTAMIRA,5.555 €/m²,250.000 €,45 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-51682504667_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),45 m²,45 m²,,,,,,,AM9-9212##9212_0083_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Terra Baixa,CICLOACTIVOS S.L.,1.942 €/m²,101.000 €,52 m²,https://www.pisos.com/comprar/piso-sant_josep-32514855985_991803/,Anuncio actualizado el 12/06/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),52 m²,52 m²,,1,Bajo,,Más de 50 años,A reformar,4991803-31388,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer del Gasòmetre,LA CASA AGENCY CASTELLDEFELS,3.640 €/m²,375.000 €,103 m²,https://www.pisos.com/comprar/atico-hospitalet_de_llobregat_santa_eulalia08902-51718091064_103700/,Anuncio actualizado el 19/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),103 m²,,4,2,,,Más de 50 años,,BLU1-LCB34456,,,,,,N/A,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de l'Orient,HIPOGES IBERIA,2.172 €/m²,126.000 €,58 m²,https://www.pisos.com/comprar/piso-collblanc08904-48393195167_100700/,Anuncio actualizado el 30/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),58 m²,58 m²,,,3ª,,Más de 50 años,,DIRE-002365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Santiago Apòstol,HIPOGES IBERIA,2.575 €/m²,85.000 €,33 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-48424691727_100700/,Anuncio actualizado el 21/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),33 m²,33 m²,,,,,Más de 50 años,,ALRE-00750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del General Prim,LA CASA AGENCY DEUSTO,3.293 €/m²,359.000 €,109 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-48395820118_101800/,Anuncio actualizado el 24/01/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),109 m²,,3,2,,,Entre 20 y 30 años,,IF77097-LCB32470,,,,,,,,Central,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Mina,VIVANTIAL,1.520 €/m²,114.000 €,75 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-33369391125_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),75 m²,75 m²,,,,,,A reformar,EP618-6080-2025,,,,,,,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Avinguda del Nord,HIPOGES IBERIA,1.242 €/m²,99.420 €,80 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-48367035828_100700/,Anuncio actualizado el 30/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),80 m²,80 m²,,,,,Más de 50 años,,DKRE-08071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Rambla Catalana,VIVANTIAL,1.338 €/m²,87.000 €,65 m²,https://www.pisos.com/comprar/piso-la_torrassa08904-33372327178_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),65 m²,65 m²,,,4ª,,,,EP618-6113-2025,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
