nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Antigüedad,Gastos de comunidad,Referencia,Amueblado,Armarios empotrados,Tipo suelo,Agua,Calefacción,Sistema de seguridad,Ascensor,Terraza,Orientación,Conservación,Garaje,Aire acondicionado,Cocina equipada,Trastero,Puerta blindada,Adaptado a personas con movilidad reducida,Jardín,Piscina,Exterior,Carpintería interior,Vidrios dobles,Carpintería exterior,Comedor,Lavadero,Portero automático,Balcón,Soleado,Tipo de casa,Superficie solar,Chimenea,Urbanizado,Teléfono,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Gas,Interior,Luz
Piso en Centre,Engel & Völkers MMC Barcelona,6.944 €/m²,979.200 €,141 m²,https://www.pisos.com/comprar/piso-sitges_centre-5061456998_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),141 m²,,4,3,,,,IF76306-D-000LJ1,,2,Tarima flotante,,,,,N/A,,A estrenar,N/A,Frío y calor,N/A,N/A,,,Privado,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Carrer del Riu Guadalquivir,llars.net agents immobiliaris,1.428 €/m²,330.000 €,231 m²,https://www.pisos.com/comprar/casa_adosada-la_collada_els_sis_camins_fondo_somella_santa_mari-50910214027_365700/,Anuncio actualizado el 03/02/2025,"E, D","E, D",garraf (BCN),231 m²,225 m²,4,3,,Entre 20 y 30 años,,3657-06938,,Más de 2,,,Eléctrica,,,N/A,N/A,En buen estado,1,Frío y calor,N/A,,,,,,,,N/A,Aluminio,N/A,N/A,,,,Adosada,,,N/A,,N/A,N/A,,,,
Apartamento en Molí de Baix-Bardají,Engel & Völkers MMC Barcelona,4.780 €/m²,282.069 €,59 m²,https://www.pisos.com/comprar/apartamento-moli_de_baix_bardaji-39190884162_101800/,Anuncio actualizado el 15/01/2025,"B, B","B, B",garraf (BCN),59 m²,,2,1,,Menos de 5 años,,IF76306-I-00XQG1-W-02RCK4,,,,,Central,,N/A,N/A,,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Casa adosada en La Collada - Sis Camins,BRUÑO & VENTURA,1.430 €/m²,269.000 €,188 m²,https://www.pisos.com/comprar/casa_adosada-la_collada_els_sis_camins_fondo_somella_santa_mari-50848798723_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),188 m²,164 m²,4,3,,Entre 20 y 30 años,,SA564-S60444700/1687,,1,Gres,N/A,Gas natural,,,N/A,Sur,,,,,,,,,,,,,,,,,,,Adosada,,,,N/A,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,5.650 €/m²,711.960 €,126 m²,https://www.pisos.com/comprar/piso-sitges_centre-5064456599_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),126 m²,,3,2,,,,IF76306-D-000LJ1,,2,Tarima flotante,,,,,N/A,,A estrenar,N/A,Frío y calor,N/A,N/A,,,Privado,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Marina,IAD ESPAÑA,5.500 €/m²,275.000 €,50 m²,https://www.pisos.com/comprar/piso-sant_sebastia_aiguadolc08870-49183005951_108700/,Anuncio actualizado el 19/02/2025,"E, E","E, E",garraf (BCN),50 m²,50 m²,1,1,,Entre 30 y 50 años,,UVC882-30385,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Sant Sebastià-Aiguadolç,Engel & Völkers MMC Barcelona,6.297 €/m²,995.000 €,158 m²,https://www.pisos.com/comprar/casa-sant_sebastia_aiguadolc08870-35864254496_101800/,Anuncio actualizado el 27/07/2024,"F, E","F, E",garraf (BCN),158 m²,,3,2,,Entre 30 y 50 años,,IF76306-I-00XAIG-W-02Q3V3,,1,,,Central,,,N/A,Al mar,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,
Piso en Centre,BRUÑO & VENTURA,3.566 €/m²,231.800 €,65 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-41700474721_100500/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),65 m²,45 m²,1,1,Bajo,Entre 10 y 20 años,,SA564-S60457285/1687,,,Gres,,N/A,,N/A,N/A,Sur,,1,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Apartamento en Molí de Baix-Bardají,Engel & Völkers MMC Barcelona,4.504 €/m²,360.394 €,80 m²,https://www.pisos.com/comprar/apartamento-moli_de_baix_bardaji-39227322106_101800/,Anuncio actualizado el 15/01/2025,"B, B","B, B",garraf (BCN),80 m²,,3,2,2ª,Menos de 5 años,,IF76306-I-00XQFW-W-02RCJX,,,,,Central,,N/A,N/A,Al mar,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Casa rústica en Olivella,Engel & Völkers MMC Barcelona,666 €/m²,600.000 €,900 m²,https://www.pisos.com/comprar/casa_rustica-olivella_centro_urbano-40011001034_101800/,Anuncio actualizado el 26/09/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),900 m²,,1,1,,Más de 50 años,,IF76306-I-00THAS-W-02IQ8Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rústica,1.266.947 m²,,,,,,,,,
Apartamento en Centre,Engel & Völkers MMC Barcelona,4.757 €/m²,490.000 €,103 m²,https://www.pisos.com/comprar/apartamento-sitges_centre-47503042222_101800/,Anuncio actualizado el 14/02/2025,"E, E","E, E",garraf (BCN),103 m²,,3,2,2ª,Más de 50 años,,IF76306-I-00YLRJ-W-02WMZO,,,,,Central,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,Estudi La Geltru Slu,1.331 €/m²,245.000 €,184 m²,https://www.pisos.com/comprar/piso-vilanova_i_la_geltru_centre-51696103005_100200/,Anuncio actualizado el 04/02/2025,"E, E","E, E",garraf (BCN),184 m²,,5,2,2ª,Más de 50 años,,TC1040-607755,,,Gres,,,,,,,En buen estado,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Casa adosada en Carrer de Sàrria,Baden Partners Real Estate,1.861 €/m²,350.000 €,188 m²,https://www.pisos.com/comprar/casa_adosada-la_collada_els_sis_camins_fondo_somella_santa_mari-48391420319_522728/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),188 m²,170 m²,4,3,,Entre 5 y 10 años,,522728-VROM-E3,,,Gres,,Gas natural,,,N/A,,En buen estado,1,,N/A,,,,Privado,,,,,Aluminio,N/A,N/A,,,,Adosada,,,,,,,N/A,N/A,,
Apartamento en Molí de Baix-Bardají,Engel & Völkers MMC Barcelona,5.057 €/m²,262.991 €,52 m²,https://www.pisos.com/comprar/apartamento-moli_de_baix_bardaji-39245129637_101800/,Anuncio actualizado el 15/01/2025,"B, B","B, B",garraf (BCN),52 m²,,2,1,,Menos de 5 años,,IF76306-I-00XQGM-W-02RNFV,,,,,Central,,N/A,N/A,,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Casa en Llevantina-Montgavina-Quint-Mar-Garraf,Engel & Völkers MMC Barcelona,1.726 €/m²,499.000 €,289 m²,https://www.pisos.com/comprar/casa-llevantina_montgavina_quint_mar_garraf08870-45010025978_101800/,Anuncio actualizado el 09/09/2024,"E, E","E, E",garraf (BCN),289 m²,,3,3,,Entre 20 y 30 años,,IF76306-I-00YBKT-W-02VLYK,,,,,Central,,,N/A,,,1,,N/A,N/A,,,Privado,Propia,,,,,,N/A,,,,,567 m²,,,,,,,,,
Casa en Mas d'en Serra-Els Cards,llars.net agents immobiliaris,1.781 €/m²,490.000 €,275 m²,https://www.pisos.com/comprar/casa-mas_en_serra_els_cards-24223946974_365700/,Anuncio actualizado el 03/02/2025,"E, E","E, E",garraf (BCN),275 m²,181 m²,3,3,,Entre 20 y 30 años,,3657-06509,,Más de 2,Gres,,Gas natural,,,N/A,Suroeste,En buen estado,1,Frío y calor,N/A,,,,Privado,Propia,,,N/A,Aluminio,N/A,,,,,,615 m²,N/A,N/A,,N/A,N/A,,N/A,,
Casa en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,5.062 €/m²,2.840.000 €,561 m²,https://www.pisos.com/comprar/casa-can_girona_terramar_vinyet-51716514546_101800/,Anuncio actualizado el 19/02/2025,"A, A","A, A",garraf (BCN),561 m²,,5,6,,Menos de 5 años,,IF76306-I-00Z1U4-W-02W35E,,1,,,Central,,,N/A,,,1,,N/A,N/A,,,Privado,Propia,,,,,,N/A,,,,,600 m²,,,,,,,,,
Apartamento en Centre,Engel & Völkers MMC Barcelona,2.880 €/m²,360.000 €,125 m²,https://www.pisos.com/comprar/apartamento-vilanova_i_la_geltru_centre-49200366948_101800/,Anuncio actualizado el 16/01/2025,"D, D","D, D",garraf (BCN),125 m²,,4,2,,,,IF76306-I-00YTT6-W-02XUFX,,,,,Central,,N/A,,,,,,,,,,Privado,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Canyelles,Engel & Völkers MMC Barcelona,2.020 €/m²,400.000 €,198 m²,https://www.pisos.com/comprar/casa_adosada-canyelles_centro_urbano-32539178933_101800/,Anuncio actualizado el 26/07/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),198 m²,,4,2,,Entre 10 y 20 años,,IF76306-I-00WTOW-W-02RTHM,,1,,,Central,,,N/A,Suroeste,,1,,N/A,,,,Privado,Propia,,,,,,N/A,,,,Adosada,448 m²,,,,,,,,,
Casa en Olivella,Engel & Völkers MMC Barcelona,1.612 €/m²,450.000 €,279 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-47524048831_101800/,Anuncio actualizado el 30/09/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),279 m²,,4,3,,Entre 10 y 20 años,,IF76306-I-00YLY9-W-02WR5S,,,,,Central,,,N/A,,,1,,,,,,Privado,,,,,,,,,,,,827 m²,,,,,,,,,
Apartamento en Molí de Baix-Bardají,Engel & Völkers MMC Barcelona,4.666 €/m²,284.668 €,61 m²,https://www.pisos.com/comprar/apartamento-moli_de_baix_bardaji-33368524963_101800/,Anuncio actualizado el 15/01/2025,"B, B","B, B",garraf (BCN),61 m²,,2,1,2ª,Menos de 5 años,,IF76306-I-00WQ6U-W-02RN1L,,,,,Central,,N/A,N/A,Al mar,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Casa en Parc de Cubelles,Konectas.com,2.217 €/m²,499.000 €,225 m²,https://www.pisos.com/comprar/casa-parc_de_cubelles_la_solana-50838744162_100500/,Anuncio actualizado el 16/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),225 m²,220 m²,3,2,,Entre 20 y 30 años,,SA5251-KON06372/2837,,1,,,Gas natural,,,,,,1,N/A,,,N/A,,N/A,,,,,,,,,,,,,,N/A,,,,,,,
Casa en Bardaji,MACROFINCAS S.L,2.182 €/m²,299.000 €,137 m²,https://www.pisos.com/comprar/casa-cubelles_centre-21735403473_100500/,Anuncio actualizado el 18/10/2024,"D, D","D, D",garraf (BCN),137 m²,130 m²,4,2,,Entre 20 y 30 años,,SA565-MCC5021RA/1454,N/A,1,,N/A,Gas natural,,,N/A,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
"Ático en Carrer del Pintor Pere Pruna,  s/n",OPEN INMO,6.111 €/m²,880.000 €,144 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-4958024569_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),144 m²,,4,3,2ª,,,-21563430,,,,,,,,N/A,,A estrenar,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Barri de Mar-Ribes Roges-Plaça de la Sardana,Engel & Völkers MMC Barcelona,2.598 €/m²,499.000 €,192 m²,https://www.pisos.com/comprar/casa-barri_de_mar_ribes_roges_placa_de_la_sardana-43389317464_101800/,Anuncio actualizado el 06/12/2024,"E, E","E, E",garraf (BCN),192 m²,,4,2,,Más de 50 años,,IF76306-I-00Y4I9-W-02V7AW,,,,,Central,,,N/A,,,,,,,,,Privado,,,,,,,,,,,,152 m²,,,,,,,,,
Chalet en Can Suria,BRUÑO & VENTURA,1.264 €/m²,236.400 €,187 m²,https://www.pisos.com/comprar/chalet-olivella_centro_urbano-35857344010_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),187 m²,180 m²,4,2,,Entre 10 y 20 años,,SA564-BK7249324/1687,,,Gres,,,,,,Sureste,,1,,,,,,N/A,,,,,,N/A,,,,,,,N/A,,,,,,,,
Chalet en Garraf,IAD ESPAÑA,2.763 €/m²,420.000 €,152 m²,https://www.pisos.com/comprar/chalet-sant_pere_de_ribes_nucli_urba-51687384377_108700/,Anuncio actualizado el 12/02/2025,"E, E","E, E",garraf (BCN),152 m²,152 m²,4,2,,Más de 50 años,,UVC882-31316,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,81 m²,,,,,,,,,
Apartamento en Vallpineda-Santa Bàrbara,Engel & Völkers MMC Barcelona,5.780 €/m²,814.980 €,141 m²,https://www.pisos.com/comprar/apartamento-vallpineda_santa_barbara-44183324595_101800/,Anuncio actualizado el 03/10/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),141 m²,,4,3,1ª,Menos de 5 años,,IF76306-I-00Y7LG-W-02VO7C,,1,,,Central,,N/A,N/A,,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Piso en Barri de Mar-Ribes Roges-Plaça de la Sardana,Estudi La Geltru Slu,1.793 €/m²,260.000 €,145 m²,https://www.pisos.com/comprar/piso-barri_de_mar_ribes_roges_placa_de_la_sardana-49239194764_100200/,Anuncio actualizado el 21/11/2024,"F, F","F, F",garraf (BCN),145 m²,,4,2,,Más de 50 años,Más de 100 €,TC1040-600521,,,Gres,,,,,,,En buen estado,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Chalet en L'aragai,BRUÑO & VENTURA,1.653 €/m²,879.500 €,532 m²,https://www.pisos.com/comprar/chalet-aragai_prat_de_vilanova-45073293512_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),532 m²,400 m²,4,5,,Entre 30 y 50 años,,SA564-LV01940/1687,,1,Parquet,,Gas natural,,,N/A,Sur,,1,N/A,,,N/A,,N/A,Propia,,,,,N/A,,,,,,,,N/A,,,,,,,
Casa en La Collada-Els Sis Camins-Fondo Somella-Santa Maria,Engel & Völkers MMC Barcelona,2.579 €/m²,356.000 €,138 m²,https://www.pisos.com/comprar/casa-la_collada_els_sis_camins_fondo_somella_santa_mari-51669940768_101800/,Anuncio actualizado el 06/02/2025,"G, G","G, G",garraf (BCN),138 m²,,4,1,,Más de 50 años,,IF76306-I-00Z0ER-W-02VOUK,,,,,Central,,,N/A,,,1,,,,,,Privado,Propia,,,,,,,,,,,574 m²,,,,,,,,,
"Piso en Avinguda dels Països Catalans, nº .",Housfy real Estate,2.094 €/m²,199.000 €,95 m²,https://www.pisos.com/comprar/piso-maritim-51745591373_109300/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),95 m²,74 m²,3,2,,,,EP442-848604,,,,,N/A,,,N/A,,,,N/A,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,
Casa en Nucli Urbà,Engel & Völkers MMC Barcelona,4.063 €/m²,768.000 €,189 m²,https://www.pisos.com/comprar/casa-sant_pere_de_ribes_nucli_urba-49237696776_101800/,Anuncio actualizado el 25/11/2024,"F, E","F, E",garraf (BCN),189 m²,,5,2,,Entre 30 y 50 años,,IF76306-I-00YU9Y-W-02XW41,,1,,,Central,,,N/A,,,1,,,N/A,,,Privado,Propia,,,,,,N/A,,,,,417 m²,,,,,,,,,
Casa adosada en Carrer Drac,Baden Partners Real Estate,2.023 €/m²,429.000 €,212 m²,https://www.pisos.com/comprar/casa_adosada-zona_nord-47541541356_522728/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),212 m²,190 m²,5,3,,Menos de 5 años,,522728-VROM-2,N/A,,Gres,,,N/A,,,Sur,A estrenar,1,Frío y calor,,,N/A,,Privado,,,N/A,N/A,Aluminio,,,,,,Adosada,,,,,,,N/A,,,
Casa rústica en Puigmoltó-Viñedos-Can Macià,Engel & Völkers MMC Barcelona,2.317 €/m²,4.635.000 €,2.000 m²,https://www.pisos.com/comprar/casa_rustica-puigmolto_vinedos_can_macia08810-47545920279_101800/,Anuncio actualizado el 09/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),2.000 m²,,10,4,,Más de 50 años,,IF76306-I-00YO3E-W-02X87E,,1,,,,,,,,,1,,N/A,N/A,,,Privado,,,,,,,,,,,Rústica,150.000 m²,,,,,,,,,
Ático en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,6.355 €/m²,680.000 €,107 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-5099694624_109700/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),107 m²,,3,3,,,,IF76306-D-000MGY,,,,,,,,N/A,Al mar,A estrenar,N/A,Frío y calor,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,
Casa rústica en Zona Nord,Estudi La Geltru Slu,2.000 €/m²,260.000 €,130 m²,https://www.pisos.com/comprar/casa_rustica-zona_nord-45850301652_100200/,Anuncio actualizado el 15/11/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),130 m²,,4,1,,Entre 30 y 50 años,,TC1040-586956,,,Gres,,N/A,,,,,En buen estado,1,,N/A,,,,,,,,,,,,,,,Rústica,,,,,,,,,,
Casa en Mas Trader-Corral d'en Tort-Corral d'en Cona,Engel & Völkers MMC Barcelona,2.229 €/m²,825.000 €,370 m²,https://www.pisos.com/comprar/casa-mas_trader_corral_en_tort_corral_en_cona-45895064915_101800/,Anuncio actualizado el 09/02/2025,"E, E","E, E",garraf (BCN),370 m²,,6,4,,,,IF76306-I-00YHR7-W-02WANC,,,,,Central,,,N/A,,,1,,N/A,N/A,,,Privado,Propia,,,,,,N/A,,,,,820 m²,,,,,,,,,
Casa en Molí de Baix-Bardají,Engel & Völkers MMC Barcelona,1.716 €/m²,570.000 €,332 m²,https://www.pisos.com/comprar/casa-moli_de_baix_bardaji-45882650182_101800/,Anuncio actualizado el 12/02/2025,"D, D","D, D",garraf (BCN),332 m²,,5,3,,Más de 50 años,,IF76306-I-00YFDG-W-02W7RD,,1,,,Central,,,N/A,,,1,,N/A,,,,Privado,,,,,,,N/A,,,,,768 m²,,,,,,,,,
Casa en Mas Alba,BRUÑO & VENTURA,2.454 €/m²,616.000 €,251 m²,https://www.pisos.com/comprar/casa-mas_alba_can_lloses-47500374818_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),251 m²,180 m²,4,3,,Entre 10 y 20 años,,SA564-AL52896101/1687,,,Parquet,,,,,N/A,Sureste,,,N/A,,,,,N/A,Propia,,,,,N/A,,,,,,,,N/A,,,,,,,
Casa adosada en Centre,BRUÑO & VENTURA,972 €/m²,180.000 €,185 m²,https://www.pisos.com/comprar/casa_adosada-vilanova_i_la_geltru_centre-50866042472_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),185 m²,,3,2,,Más de 50 años,,SA564-LV01776/1687,,,Terrazo,N/A,,,,,Sur,,,,,,,,,,,,,,,,,,,Adosada,,,,N/A,,,,,,
Apartamento en Molí de Baix-Bardají,Engel & Völkers MMC Barcelona,4.714 €/m²,306.462 €,65 m²,https://www.pisos.com/comprar/apartamento-moli_de_baix_bardaji-39180317404_101800/,Anuncio actualizado el 15/01/2025,"B, B","B, B",garraf (BCN),65 m²,,2,1,,Menos de 5 años,,IF76306-I-00XQG0-W-02RCK3,,,,,Central,,N/A,N/A,Al mar,,1,,N/A,,,,Privado,Propia,,,,,,,,,,,,,,,,,,,,
Piso en Garraf,IAD ESPAÑA,2.562 €/m²,199.900 €,78 m²,https://www.pisos.com/comprar/piso-sant_pere_de_ribes_les_roquetes08812-51753585684_108700/,Anuncio actualizado el 04/02/2025,"E, E","E, E",garraf (BCN),78 m²,78 m²,3,1,,Entre 20 y 30 años,,UVC882-31784,,,,,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Apartamento en Les Salines-Clot del Bassó-Mota de Sant Pere,Engel & Völkers MMC Barcelona,3.235 €/m²,440.000 €,136 m²,https://www.pisos.com/comprar/apartamento-les_salines_clot_del_basso_mota_de_sant_pere-51725979882_101800/,Anuncio actualizado el 19/02/2025,"E, D","E, D",garraf (BCN),136 m²,,4,2,1ª,Entre 20 y 30 años,,IF76306-I-00Z028-W-02YHAQ,,,,,Central,,N/A,N/A,,,1,,,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Chalet en Fondo Somella,IMMOMAX,1.980 €/m²,311.000 €,157 m²,https://www.pisos.com/comprar/chalet-la_collada_els_sis_camins_fondo_somella_santa_mari-44194340055_109300/,Anuncio actualizado el 18/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),157 m²,,6,2,,,,EP950-16166,,,,,,,,,,,2,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Ubicación A 5 Minutos Zona Comercial,donpiso Central,4.629 €/m²,319.410 €,69 m²,https://www.pisos.com/comprar/piso-moli_de_baix_bardaji-49257704588_109100/,Anuncio actualizado el 19/02/2025,"B, B","B, B",garraf (BCN),69 m²,60 m²,3,2,2ª,,,FE24-254943,,,Parket,,Eléctrica,,N/A,N/A,Sur,,,Con bomba de calor,,N/A,,,N/A,N/A,Exterior calle,,,Aluminio,,,,,Por la mañana,,,,,,,,,,,
Piso en Carrer del Jardí,WEST SIDE,2.583 €/m²,302.220 €,117 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-50867092113_100500/,Anuncio actualizado el 13/02/2025,"D, D","D, D",garraf (BCN),117 m²,84 m²,3,2,Bajo,Entre 10 y 20 años,,SA3620-Q0085-052-247-V,,,Gres,,,,N/A,N/A,,A estrenar,,,Cocina amueblada,N/A,,,,,N/A,,N/A,,,N/A,,N/A,N/A,,,,,,,,,,,
Piso en Carrer del Jardí,Aliseda Inmobiliaria,3.277 €/m²,291.720 €,89 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-45008254987_107000/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),89 m²,,3,2,,,,AS1-OSP0000052258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Doctor Fleming,IAD ESPAÑA,2.028 €/m²,140.000 €,69 m²,https://www.pisos.com/comprar/piso-sant_joan_moli_de_vent-50022042789_108700/,Anuncio actualizado el 19/02/2025,"G, F","G, F",garraf (BCN),69 m²,69 m²,3,1,,Más de 50 años,,UVC882-30495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en La Collada-Els Sis Camins-Fondo Somella-Santa Maria,VISTAMAR FINQUES,2.687 €/m²,430.000 €,160 m²,https://www.pisos.com/comprar/casa-la_collada_els_sis_camins_fondo_somella_santa_mari-49222943066_500964/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),160 m²,150 m²,2,1,,Entre 30 y 50 años,,500964-001441,,1,Parquet,,Gas natural,,,N/A,Sureste,Reformado,1,Frío,11m² abierta a salón,,,N/A,Privado,,,,N/A,Aluminio,24´20m²,,,,,,485 m²,N/A,N/A,,N/A,N/A,,,,
Casa en Aiguacuit,Konectas.com,2.501 €/m²,728.000 €,291 m²,https://www.pisos.com/comprar/casa-la_collada_els_sis_camins_fondo_somella_santa_mari-43409665679_100500/,Anuncio actualizado el 01/06/2024,"E, E","E, E",garraf (BCN),291 m²,268 m²,4,2,,,,SA5251-KON06231/2837,,1,Gres,,Central,,,N/A,Sur,,1,,,N/A,N/A,,N/A,Propia,,,,,N/A,,,,,,1.031 m²,,N/A,,,,,,,
Chalet en Cubelles - Marítim,IAD ESPAÑA,1.397 €/m²,197.000 €,141 m²,https://www.pisos.com/comprar/chalet-mas_trader_corral_en_tort_corral_en_cona-48360921966_108700/,Anuncio actualizado el 20/02/2025,"G, F","G, F",garraf (BCN),141 m²,141 m²,3,1,,,,UVC882-27611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333 m²,,,,,,,,,
Casa adosada en La Collada,IMMOMAX,1.851 €/m²,350.000 €,189 m²,https://www.pisos.com/comprar/casa_adosada-la_collada_els_sis_camins_fondo_somella_santa_mari-50838624410_109300/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),189 m²,143 m²,4,3,,,,EP950-16957,,,,N/A,,,,N/A,,,2,,N/A,N/A,,,,,,,,,,,,,,Adosada,,,,,,,,,,
Ático en Barri de Mar-Ribes Roges-Plaça de la Sardana,Engel & Völkers MMC Barcelona,5.781 €/m²,370.000 €,64 m²,https://www.pisos.com/comprar/atico-barri_de_mar_ribes_roges_placa_de_la_sardana-14249926467_101800/,Anuncio actualizado el 06/12/2024,"A, A","A, A",garraf (BCN),64 m²,,2,2,3ª,Menos de 5 años,,IF76306-I-00ULA4-W-02M2PY,,1,,,Central,,N/A,N/A,Este,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,6.614 €/m²,886.380 €,134 m²,https://www.pisos.com/comprar/piso-sitges_centre-5096910889_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),134 m²,,3,2,,,,IF76306-D-000LJ1,,2,Tarima flotante,,,,,N/A,,A estrenar,N/A,Frío y calor,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en La Collada,IMMOMAX,1.607 €/m²,315.000 €,196 m²,https://www.pisos.com/comprar/casa_adosada-la_collada_els_sis_camins_fondo_somella_santa_mari-46729440086_109300/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),196 m²,131 m²,5,4,,,,EP950-16496,,,,,,,,60,,,2,,N/A,N/A,,,,,,,,,,,,,,Adosada,,,,,,,,,,
Piso en Garraf,IAD ESPAÑA,3.253 €/m²,270.000 €,83 m²,https://www.pisos.com/comprar/piso-les_salines_clot_del_basso_mota_de_sant_pere-50843861315_108700/,Anuncio actualizado el 18/01/2025,"E, E","E, E",garraf (BCN),83 m²,83 m²,3,2,,Entre 10 y 20 años,,UVC882-30855,,,,,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Jardí,Aliseda Inmobiliaria,2.532 €/m²,298.800 €,118 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-45929699437_107000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),118 m²,,3,2,,,,AS1-OSP0000052255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'en Magí Albert Cassanyes,Aliseda Inmobiliaria,3.692 €/m²,361.900 €,98 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-49265050254_107000/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),98 m²,,3,2,,,,AS1-OSP0000052266,,,,,,,N/A,,,,,N/A,N/A,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,
