nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Habitaciones,Baños,Antigüedad,Referencia,Armarios empotrados,Calefacción,Garaje,Trastero,Puerta blindada,Ascensor,Terraza,Piscina,Superficie útil,Superficie solar,Conservación,Aire acondicionado,Jardín,Tipo de casa,Cocina equipada,Sistema de seguridad,Planta,Amueblado,Tipo suelo,Gastos de comunidad,Carpintería exterior,Teléfono,Comedor,Lavadero,Urbanizado,Calle alumbrada,Calle asfaltada,Exterior,Carpintería interior,Vidrios dobles,Portero automático,Balcón,Orientación,Soleado,Chimenea,Gas,Interior,Se aceptan mascotas,Adaptado a personas con movilidad reducida,Agua
"Casa adosada en Avenida Maria Moliner, 74",ASRHOME,1.674 €/m²,350.000 €,209 m²,28075,https://www.pisos.com/comprar/casa_adosada-loeches_centro_urbano-50897291430_100500/,2025-01-29,"E, E","E, E",209 m²,4,3,Entre 10 y 20 años,SA5061-00170/11014,1,,1,,,,,,,168 m²,,N/A,,Adosada,,,,,,,,,N/A,,,,,,,,,,Este,,N/A,,,,,
Chalet adosado en Coslada,GLOBALPISO Chamberi,1.201 €/m²,418.000 €,348 m²,28049,https://www.pisos.com/comprar/chalet_adosado-ciudad_70-50913006209_105700/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,348 m²,2,1,Entre 30 y 50 años,GB20-ENC2711 CHALET ADOSADO EN VENTA EN COSLADA - CIUDA,,Gasoil,,Trastero de 11.20 m²,,,Tiene dos terrrazas abiertas una de 4.75m² y otra,,,,,N/A,,,,,,,,,,,,,,,,,,,,,Sureste,,,,,,,
Chalet en El Robledal,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,1.562 €/m²,550.000 €,352 m²,28172,https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-35092783782_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,352 m²,4,4,Entre 20 y 30 años,SA814-EX03799/3763,1,N/A,,,,,,Propia,,939 m²,,,,,,,,,,,,,N/A,,N/A,,,,,,,,,,N/A,,,,,
Piso en calle de Ventura Rodríguez,CMS INMOBILIARIA.,1.684 €/m²,160.000 €,95 m²,28167,https://www.pisos.com/comprar/piso-velilla_de_san_antonio_centro_urbano-39228059005_108900/,2024-12-06,Error al procesar consumo,Error al procesar emisiones,95 m²,3,1,,XA282-5112,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Travesía de Montserrat,MZ habitat,2.519 €/m²,194.000 €,77 m²,28130,https://www.pisos.com/comprar/piso-san_fernando_de_henares_montserrat-50890342866_517810/,2025-01-20,Error al procesar consumo,Error al procesar emisiones,77 m²,2,1,,4517810-000160,Más de 2,Central,,,N/A,N/A,,,70 m²,,En buen estado,Frío y calor,Comunitario,,N/A,N/A,Bajo,Cocina completa,Tarima flotante,,Aluminio,,N/A,N/A,,,,N/A,Roble,Doble y climalit,N/A,,Suroeste,,,N/A,Patio compartido,,,
Casa en Meco,Engel & Völkers Madrid,1.855 €/m²,785.000 €,423 m²,28083,https://www.pisos.com/comprar/casa-meco_centro_urbano-43356662096_101800/,2024-07-01,"C, C","C, C",423 m²,4,5,Entre 10 y 20 años,IF77045-I-00Y60X-W-02VF00,1,Central,1,N/A,,,,Propia,,500 m²,,,Privado,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Avmadrid 43,METRO CUADRADO VENDEMOS TODOS S.L.,2.757 €/m²,262.000 €,95 m²,28148,https://www.pisos.com/comprar/piso-zona_noreste-51754669914_107700/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,95 m²,3,1,,VE28-C0026-GTRE-01443,,,,,,N/A,,,90 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.817 €/m²,339.900 €,187 m²,28075,https://www.pisos.com/comprar/casa_adosada-loeches_centro_urbano-50919489548_100200/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,187 m²,4,2,Entre 10 y 20 años,TC929-605148,,Central,,,,,,,,,En buen estado,N/A,,Adosada,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Almendro,BOENDE Servicios Inmobiliarios,1.394 €/m²,119.900 €,86 m²,28136,https://www.pisos.com/comprar/piso-santorcaz_centro_urbano-51670308827_522761/,2025-02-10,"F, E","F, E",86 m²,2,1,Entre 10 y 20 años,522761-03_23,2,,1,,,,,,75 m²,,En buen estado,,,,N/A,,1ª,,Tarima flotante,Entre 10 y 20 €,,,N/A,,,,,,,,,,,N/A,,,,,,
Casa adosada en calle del Baco,Aliseda Inmobiliaria,2.535 €/m²,494.500 €,195 m²,28148,https://www.pisos.com/comprar/casa_adosada-zona_suroeste-41666861478_107000/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,195 m²,4,4,,AS1-CAN0000197685,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.911 €/m²,267.592 €,140 m²,28075,https://www.pisos.com/comprar/casa_pareada-loeches_centro_urbano-49264570591_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,140 m²,,,Menos de 5 años,TC929-600032,,,,,,,,,,,En buen estado,,,Pareada,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle de Francisco de Quevedo,Redpiso San Fernando.,2.259 €/m²,1.550.000 €,686 m²,28130,https://www.pisos.com/comprar/chalet-san_fernando_de_henares_montserrat-51693176321_104700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,686 m²,7,5,Entre 20 y 30 años,STA38-RP1502025134819,,Gas natural,,,,,N/A,N/A,462 m²,,En buen estado,Frío y calor,,,,,,,,,,,,,,,,,,,,,Sureste,,,,,,,
Piso en calle de Paraguay,MR. HOUSE REAL ESTATE,2.308 €/m²,277.000 €,120 m²,28049,https://www.pisos.com/comprar/piso-valleaguado_la_canada28822-46708426183_100500/,2025-01-10,Error al procesar consumo,Error al procesar emisiones,120 m²,3,2,Más de 50 años,SA208-8541HPG-AM,1,,,,,N/A,,,110 m²,,En buen estado,,,,Cocina amueblada,,7ª,,,,,,,,,,,N/A,,,,,,,,,,,,
Dúplex en Centro,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,2.062 €/m²,165.000 €,80 m²,28172,https://www.pisos.com/comprar/duplex-villalbilla_centro_urbano-47507925340_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,80 m²,2,2,Entre 10 y 20 años,SA814-EX04038/3763,1,Gas natural,1,,,,,,75 m²,,,,,,,,1ª,,,Entre 40 y 60 €,,,N/A,,,,,,,,,,,,,,,,,
Casa unifamiliar en Meco,Estudio Meco Sl,1.345 €/m²,510.000 €,379 m²,28083,https://www.pisos.com/comprar/casa_unifamiliar-meco_centro_urbano-43412790604_100200/,2024-06-07,"D, D","D, D",379 m²,4,2,,TC885-580305,,,,,,,,,,,En buen estado,,,Unifamiliar,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
"Ático en calle de la Plata,  s/n","PREMIER ESPAÑA, S.A.",4.693 €/m²,384.900 €,82 m²,28148,https://www.pisos.com/comprar/atico-zona_sureste-4499403687_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,82 m²,2,2,,4991481-21081771,,,N/A,N/A,,,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Lope de Rueda,MERCASER,3.353 €/m²,157.620 €,47 m²,28005,https://www.pisos.com/comprar/piso-pryconsa_juan_de_austria28805-19235134054_100500/,2025-02-20,"G, G","G, G",47 m²,3,1,Más de 50 años,SA1924-MR270531/7208,,Gas natural,,,,N/A,,,40 m²,,,,,,,,1ª,,,Entre 40 y 60 €,,,N/A,,,,,,,,,,,,,,,,,N/A
Piso en Centro,"ESTUDIO NUEVO HENARES 21, S.L.",2.294 €/m²,179.000 €,78 m²,28130,https://www.pisos.com/comprar/piso-san_fernando_de_henares_centro-48340238005_100200/,2024-10-08,Error al procesar consumo,Error al procesar emisiones,78 m²,3,1,Más de 50 años,TC679-489042,,N/A,,,,,N/A,,,,En buen estado,N/A,,,N/A,,4ª,,,Entre 20 y 40 €,,,,,,,,,,,,,,,,,,,,
Piso en Corpa,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,2.020 €/m²,99.000 €,49 m²,28048,https://www.pisos.com/comprar/piso-corpa_centro_urbano-48392738409_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,49 m²,1,1,Entre 10 y 20 años,SA814-EX04060/3763,,,1,,,,,Comunitaria,,,,,,,,,Bajo,,Tarima maciza,Entre 40 y 60 €,,,,,,,,,,,,N/A,,,,,,,,
"Piso en calle de Núñez de Guzmán, nº -",ALTAMIRA,1.055 €/m²,115.000 €,109 m²,28005,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-44263311748_103600/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,109 m²,3,2,,AM9-2302##2302_0327_PE0001,,,,,,,,,94 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle de García Lorca,METRO CUADRADO VENDEMOS TODOS S.L.,1.103 €/m²,499.000 €,452 m²,28154,https://www.pisos.com/comprar/chalet-torres_de_la_alameda_centro_urbano-50874766279_107700/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,452 m²,4,2,Entre 30 y 50 años,VE28-C0026-02320,N/A,N/A,,,,,N/A,,260 m²,452 m²,,N/A,N/A,,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,
"Chalet en calle del Espejo, 6",IAD ESPAÑA,1.395 €/m²,120.000 €,86 m²,28083,https://www.pisos.com/comprar/chalet-meco_centro_urbano-49178515729_108700/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,86 m²,1,1,Más de 50 años,UVC882-29869,,,,,,,,,86 m²,145 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Noreste,GARSIERRA,2.261 €/m²,190.000 €,84 m²,28148,https://www.pisos.com/comprar/piso-zona_noreste-51717362953_108500/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,84 m²,3,1,,AG588-MILAN,,N/A,,,N/A,,No acristalada,,,,,,,,Individual,,,,Tarima normal,,,,,,,,,N/A,,N/A,,,Sur,,,,,,N/A,
Piso en calle de Londres,HIPOGES IBERIA,2.465 €/m²,212.000 €,86 m²,28148,https://www.pisos.com/comprar/piso-zona_noreste-50895435572_100700/,2025-02-01,Error al procesar consumo,Error al procesar emisiones,86 m²,,,,GTRE-01405,,,,,,,,,86 m²,,,,,,,,6ª,,,,,,,,,,,,,,,,,,,,,,,
Casa en Valdeavero,OIH INMOBILIARIA,1.399 €/m²,410.000 €,293 m²,28156,https://www.pisos.com/comprar/casa-valdeavero_centro_urbano-50000666820_991741/,2024-12-27,Error al procesar consumo,Error al procesar emisiones,293 m²,3,2,,4991741-11478,Más de 2,,Más de 2,,N/A,,,Propia,293 m²,3.102 m²,En buen estado,,Comunitario,,,,,,Gres,,Aluminio,,,,N/A,,N/A,,,,,,,,,,,,,
Piso en Coslada,GLOBALPISO Chamberi,1.555 €/m²,126.000 €,81 m²,28049,https://www.pisos.com/comprar/piso-la_espinilla_parque_blanco28823-51705027244_105700/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,81 m²,3,1,Más de 50 años,GB20-ENC2719 PISO EN VENTA EN COSLADA - VALLEAGUADO - L,,N/A,,N/A,,,N/A,,75 m²,,,,,,,,1ª,,,,,,,,,,,,,,,,-1,,,,,,,
Chalet en Centro,MERCASER,743 €/m²,133.900 €,180 m²,28111,https://www.pisos.com/comprar/chalet-pezuela_de_las_torres_centro_urbano-49219996197_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,180 m²,4,2,Entre 30 y 50 años,SA1924-7539695/7208,1,,,,,,,,170 m²,856 m²,,,N/A,,,,,,Terrazo,,,,,,,,,,,,,,,,,,,,,
"Casa rústica en calle Mayor Baja, 11",HOME-CASA,719 €/m²,610.000 €,848 m²,28122,https://www.pisos.com/comprar/casa_rustica-ribatejada_centro_urbano-42548344468_101800/,2025-02-02,Error al procesar consumo,Error al procesar emisiones,848 m²,5,4,,IF5432-RI-1097,,Central,1,,,,,Propia,,15.330 m²,,,Privado,Rústica,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Vázquez de Coronado,Cal Estudios Inmobiliarios,989 €/m²,95.000 €,96 m²,28005,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-51726073812_106000/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,96 m²,3,1,Entre 30 y 50 años,NI90-10361,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de la Plata,  s/n","PREMIER ESPAÑA, S.A.",3.780 €/m²,449.900 €,119 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-5142224865_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,119 m²,4,2,,4991481-21746710,,,N/A,N/A,,,N/A,,,,A estrenar,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Meco,SAFTI ESPAÑA,1.661 €/m²,570.000 €,343 m²,28083,https://www.pisos.com/comprar/casa_unifamiliar-meco_centro_urbano-42525640901_100500/,2025-01-28,Error al procesar consumo,Error al procesar emisiones,343 m²,5,3,Entre 20 y 30 años,SA3541-REF_28562,,Gasoil,,,,,N/A,N/A,343 m²,,,,,Unifamiliar,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de la Presa,VIVANTIAL,2.294 €/m²,179.000 €,78 m²,28130,https://www.pisos.com/comprar/piso-san_fernando_de_henares_zona_industrial-50920243037_109300/,2025-02-11,"E, E","E, E",78 m²,,,,EP618-15227-2045,,,,,,,,,74 m²,,,,,,,,Bajo,,,,,,,,,,,,,,N/A,,,,,,,,,
Casa en Montserrat,REYLANK PROPIEDADES,2.345 €/m²,258.000 €,110 m²,28130,https://www.pisos.com/comprar/casa-san_fernando_de_henares_montserrat-50071622783_106700/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,110 m²,4,2,Más de 50 años,IFC75993-CAS_3786,,,,,,,,,,90 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Centro,"ESTUDIO NUEVO HENARES 21, S.L.",1.145 €/m²,229.000 €,200 m²,28130,https://www.pisos.com/comprar/casa_unifamiliar-san_fernando_de_henares_centro-47587415715_100200/,2024-09-20,Error al procesar consumo,Error al procesar emisiones,200 m²,,3,Más de 50 años,TC679-593984,,N/A,,,,,N/A,,,,En buen estado,N/A,,Unifamiliar,N/A,,,,Gres,,,,,,,,,,,,,,,,,,,,,
Chalet en Los Berrocales del Jarama,CASSAS.es Inmobiliaria experta en Torrejón de Ardoz,2.533 €/m²,760.000 €,300 m²,28104,https://www.pisos.com/comprar/chalet-paracuellos_de_jarama_centro_urbano-41669484580_100500/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,300 m²,4,3,,SA555-45008026/1670,1,Gas natural,1,N/A,,,,Propia,,1.500 m²,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Casa en Paracuellos de Jarama,Engel & Völkers Madrid,1.812 €/m²,540.000 €,298 m²,28104,https://www.pisos.com/comprar/casa-paracuellos_de_jarama_centro_urbano-47535459733_101800/,2024-09-05,Error al procesar consumo,Error al procesar emisiones,298 m²,4,4,Entre 10 y 20 años,IF77045-I-00YLJI-W-02WNZQ,,Central,1,,,,N/A,Propia,,402 m²,,,Privado,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centro,CASSAS.es Inmobiliaria experta en Torrejón de Ardoz,2.169 €/m²,314.600 €,145 m²,28148,https://www.pisos.com/comprar/piso-zona_noroeste-49232347168_100500/,2024-11-15,Error al procesar consumo,Error al procesar emisiones,145 m²,4,2,,SA555-49448490/1670,,Central,1,,,N/A,N/A,,,,,,,,,,4ª,,Parquet,,,,,,,,,,,,,,Oeste,,,,,,,
Piso en calle del Cedro,VIVANTIAL,1.666 €/m²,155.000 €,93 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-50876775839_109300/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,93 m²,,,,EP618-15161-2045,,,,,,,,,89 m²,,,,,,,,Bajo,,,,,,,,,,,,,,N/A,,,,,,,,,
Casa adosada en Valverde de Alcalá,YOUR HOME SERVICIOS INMOBILIARIOS,1.623 €/m²,211.000 €,130 m²,28172,https://www.pisos.com/comprar/casa_adosada-villalbilla_centro_urbano-51685444046_100500/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,130 m²,3,3,Entre 20 y 30 años,SA4750-YH61,,Gas natural,1,,,,,,110 m²,,En buen estado,,Privado,Adosada,,,,N/A,Gres,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.907 €/m²,267.000 €,140 m²,28075,https://www.pisos.com/comprar/casa_adosada-loeches_centro_urbano-49264164392_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,140 m²,,2,Menos de 5 años,TC929-598069,,N/A,,,,,N/A,,,,En buen estado,N/A,Privado,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Puerta de Madrid, El Juncal",GARSIERRA,1.326 €/m²,134.000 €,101 m²,28005,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-51718189037_108500/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,101 m²,3,1,,AG588-JUAN DE VERGARA,N/A,N/A,,,N/A,,,,,,,,,,,,,,Gres,,,,,,,,,N/A,,N/A,,,Sur,,,,,,,
Casa en Los Santos de la Humosa,Engel & Völkers Madrid,1.104 €/m²,549.000 €,497 m²,28137,https://www.pisos.com/comprar/casa-los_santos_de_la_humosa_centro_urbano-42504080018_101800/,2024-05-21,Error al procesar consumo,Error al procesar emisiones,497 m²,6,4,Entre 10 y 20 años,IF77045-I-00WSWV-W-02ROQ5,1,Central,1,,,,N/A,Propia,,769 m²,,,Privado,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Centro,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,3.700 €/m²,185.000 €,50 m²,28005,https://www.pisos.com/comprar/apartamento-centro_casco_historico28801-34251657143_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,50 m²,2,1,Más de 50 años,SA814-EX03793/3763,,,,,,,,,40 m²,,,,,,,,3ª,,,Entre 40 y 60 €,,,,,,,,,,,,,,,,,,,,
Piso en Ensanche,Consulting El Ensanche De Alcalá Slu,3.181 €/m²,280.000 €,88 m²,28005,https://www.pisos.com/comprar/piso-ensanche_espartales_ensanche28806-47559578362_100200/,2024-10-22,"E, E","E, E",88 m²,4,2,Entre 20 y 30 años,TC825-592076,,N/A,,,,,,,,,En buen estado,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Noreste,RED PISO ESTUDIO NUEVO TORREJON,2.200 €/m²,110.000 €,50 m²,28148,https://www.pisos.com/comprar/piso-zona_noreste-51696617186_994728/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,50 m²,1,1,Más de 50 años,4994728-12829231,1,,,,N/A,,,,48 m²,,En buen estado,,,,,,Bajo,,Gres,Entre 60 y 80 €,PVC,,,,,,,N/A,,,N/A,,Oeste,N/A,,,,,,
"Chalet en calle Mayor Baja, 2",HOME-CASA,1.791 €/m²,215.000 €,120 m²,28122,https://www.pisos.com/comprar/chalet-ribatejada_centro_urbano-49263983480_101800/,2024-11-12,Error al procesar consumo,Error al procesar emisiones,120 m²,2,2,Entre 30 y 50 años,IF5432-RI-750,1,,1,,N/A,,N/A,,,700 m²,,,Privado,,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Alfonso VI,  s/n",INGESCASA,2.785 €/m²,281.315 €,101 m²,28005,https://www.pisos.com/comprar/piso-espartales28806-4640475794_109700/,2024-12-18,"A, A","A, A",101 m²,2,2,,4995071-0,,,N/A,,,N/A,N/A,,,,A estrenar,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en calle Ávila,GRUPO RSL,2.332 €/m²,1.115.000 €,478 m²,28005,https://www.pisos.com/comprar/casa_pareada-colonia_avenida_de_meco28805-51685931094_100500/,2025-02-20,"B, A","B, A",478 m²,8,4,Entre 20 y 30 años,SA5643-Alcalá de Henares_107206889,1,,1,N/A,,,N/A,N/A,,485 m²,En buen estado,N/A,N/A,Pareada,,,,,,,,,,,,,,,,,,,Norte,,,,,,,
Casa pareada en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.911 €/m²,267.592 €,140 m²,28075,https://www.pisos.com/comprar/casa_pareada-loeches_centro_urbano-49239383240_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,140 m²,,2,Menos de 5 años,TC929-600035,,,,,,,,,,,En buen estado,,,Pareada,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Clmaestro Guerrero 11,HIPOGES IBERIA,1.526 €/m²,145.000 €,95 m²,28148,https://www.pisos.com/comprar/piso-zona_noroeste-48355106862_100700/,2025-02-01,Error al procesar consumo,Error al procesar emisiones,95 m²,,,,GTRE-00856,,,,,,,,,95 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centro,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,1.658 €/m²,136.000 €,82 m²,28172,https://www.pisos.com/comprar/piso-villalbilla_centro_urbano-42543754640_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,82 m²,3,1,,SA814-EX03946/3763,,Eléctrica,,N/A,,,N/A,,80 m²,,,,,,,,1ª,,Gres,,,N/A,N/A,,,,,,,,,N/A,Sureste,,,,,,,
Piso en calle del Río,VIVANTIAL,2.299 €/m²,246.000 €,107 m²,28148,https://www.pisos.com/comprar/piso-zona_suroeste-49228978369_109300/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,107 m²,,,,EP618-14833-2025,,,N/A,,,N/A,,,94 m²,,,,,,,,3ª,,,,,,,,,,,,,,N/A,,,,,,,,,
Casa adosada en calle de Ramón María del Valle Inclán,IDOMUS.ES,2.067 €/m²,399.000 €,193 m²,28005,https://www.pisos.com/comprar/casa_adosada-espartales28806-42577154057_100500/,2024-11-12,Error al procesar consumo,Error al procesar emisiones,193 m²,4,3,Entre 20 y 30 años,SA2554-8900314,1,,1,N/A,,,,,190 m²,132 m²,En buen estado,N/A,N/A,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en calle del Ángel,Aliseda Inmobiliaria,957 €/m²,715.000 €,747 m²,28005,https://www.pisos.com/comprar/casa-san_isidro_estacion28807-1725484968_107000/,2024-12-21,Error al procesar consumo,Error al procesar emisiones,747 m²,8,5,,AS1-CAN0000161281,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Centro,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,2.412 €/m²,241.200 €,100 m²,28083,https://www.pisos.com/comprar/duplex-meco_centro_urbano-45074468674_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,100 m²,4,2,,SA814-EX04000/3763,,Gas natural,1,,,,,,,,,,,,,,1ª,,Gres,,,,,,,,,,,,,,,,,,,,,
Piso en calle Clparaguay 10,HIPOGES IBERIA,2.518 €/m²,277.000 €,110 m²,28049,https://www.pisos.com/comprar/piso-valleaguado_la_canada28822-49216078351_100700/,2025-02-01,Error al procesar consumo,Error al procesar emisiones,110 m²,,,,GTRE-01250,,,,,,,,,110 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Río Torote,HOGALIA Madrid,1.184 €/m²,77.000 €,65 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-42511669190_100500/,2025-02-05,Error al procesar consumo,Error al procesar emisiones,65 m²,3,1,,SA323-FHOG-2504,,,,,,,N/A,,60 m²,,En buen estado,,,,Cocina amueblada,,4ª,,,Entre 40 y 60 €,,,,,,,,,,,,,,,,,,,,
"Piso en Avenida de Joan Miró, 1",Nestar,3.414 €/m²,239.000 €,70 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-51677364231_100500/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,70 m²,2,1,,SA5100-2200/22000602/26,,,1,N/A,,N/A,,,,,En buen estado,,N/A,,,,4ª,,,Entre 60 y 80 €,,,,,,,,N/A,,,,,,,,,,,,
Casa adosada en Valverde de Alcala,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,827 €/m²,157.260 €,190 m²,28166,https://www.pisos.com/comprar/casa_adosada-valverde_de_alcala_centro_urbano28812-43344466414_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,190 m²,4,3,,SA814-EX03962/3763,1,N/A,1,N/A,,,N/A,,180 m²,60 m²,,,,Adosada,,,,,,,,,N/A,,,,,,,,,,Sureste,,N/A,,,,,N/A
Piso en Centro,MILLENIUM SERVICIOS INMOBILIARIOS,2.288 €/m²,297.500 €,130 m²,28154,https://www.pisos.com/comprar/piso-torres_de_la_alameda_centro_urbano-47574764298_100500/,2024-09-10,Error al procesar consumo,Error al procesar emisiones,130 m²,4,2,Más de 50 años,SA3384-00593/8697,1,,1,N/A,,N/A,N/A,Comunitaria,86 m²,,,,N/A,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,
Casa en Avenida de los Prados,HIPOGES IBERIA,1.625 €/m²,221.000 €,136 m²,28057,https://www.pisos.com/comprar/casa-fresno_de_torote_centro_urbano-51687632212_100700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,136 m²,,,Entre 20 y 30 años,SIRE-1395,N/A,,,N/A,,,N/A,N/A,111 m²,136 m²,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Los Santos de la Humosa,Estudio Inmobiliario Pozo De Guadalajara Sl,477 €/m²,24.840 €,52 m²,28137,https://www.pisos.com/comprar/casa_adosada-los_santos_de_la_humosa_centro_urbano-50931298746_100200/,2025-01-28,Error al procesar consumo,Error al procesar emisiones,52 m²,2,,Más de 50 años,TC1010-607563,,,,,,,,,,,A reformar,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Guadarrama,HOGALIA Madrid,1.306 €/m²,95.400 €,73 m²,28084,https://www.pisos.com/comprar/piso-mejorada_del_campo_centro_urbano-51705654723_100500/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,73 m²,3,1,,SA323-FHOG-2935,,,,,,,,,,,En buen estado,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Maestro Guerrero,MR. HOUSE REAL ESTATE,1.542 €/m²,145.000 €,94 m²,28148,https://www.pisos.com/comprar/piso-zona_noroeste-46696940705_100500/,2025-01-14,Error al procesar consumo,Error al procesar emisiones,94 m²,4,2,,SA208-8551HPG-AM,,,,,,,,,,,En buen estado,,,,Cocina amueblada,,2ª,,,,,,,,,,,N/A,,,,,,,,,,,,
Casa pareada en Peña Albas,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,1.494 €/m²,478.100 €,320 m²,28172,https://www.pisos.com/comprar/casa_pareada-villalbilla_centro_urbano-49243516862_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,320 m²,6,4,Entre 30 y 50 años,SA814-EX04077/3763,,Gas natural,1,,,,N/A,,,515 m²,,N/A,N/A,Pareada,,N/A,,,,Entre 40 y 60 €,,,,,N/A,,,,,,,,,,N/A,,,,,N/A
