nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Tipo suelo,Aire acondicionado,Calefacción,Ascensor,Superficie útil,Gastos de comunidad,Amueblado,Armarios empotrados,Puerta blindada,Terraza,Orientación,Planta,Exterior,Cocina equipada,Comedor,Trastero,Portero automático,Soleado,Garaje,Vidrios dobles,Agua,Interior,Piscina,Carpintería interior,Carpintería exterior,Gas,Lavadero,Sistema de seguridad,Adaptado a personas con movilidad reducida,Balcón,Jardín,Superficie solar,Tipo de casa,Se aceptan mascotas,No se aceptan mascotas,Teléfono,Chimenea,Calle alumbrada,Urbanizado,Calle asfaltada,Luz
Chalet en calle de Muller,ZONA MADRID.,4.000 €/m²,400.000 €,100 m²,28079,https://www.pisos.com/comprar/chalet-valdeacederas28039-51684030804_100500/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,100 m²,3,1,Entre 30 y 50 años,En buen estado,SA4401-615-LOCALGONZHE,,Frío,,,85 m²,Entre 60 y 80 €,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Mejorana, nº .",Housfy real Estate,3.632 €/m²,178.000 €,49 m²,28079,https://www.pisos.com/comprar/piso-puente_de_vallecas_entrevias28053-51747349676_109300/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,49 m²,3,1,,,EP442-798760,,N/A,N/A,,22 m²,,N/A,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Ensanche de Vallecas,SV INMOBILIARIA MADRID,2.617 €/m²,500.000 €,191 m²,28079,https://www.pisos.com/comprar/chalet-ensanche_de_vallecas_valdecarros28051-48428474727_100500/,2025-02-05,Error al procesar consumo,Error al procesar emisiones,191 m²,4,2,Entre 10 y 20 años,,SA751-CHACAYO01/1888,Tarima flotante,N/A,Gas natural,,152 m²,Más de 100 €,,1,N/A,N/A,Norte,,,,N/A,,,,,,N/A,,,,,,,N/A,,,N/A,,,,,,,,N/A,,
Piso en Madrid,"ALQUILER SEGURO,S.A.",3.981 €/m²,219.000 €,55 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_san_isidro28019-48410407489_108900/,2025-02-16,Error al procesar consumo,Error al procesar emisiones,55 m²,3,2,,En buen estado,XA24-001/002/008368,,,,,,N/A,,N/A,,,,Bajo,,N/A,N/A,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,N/A
Piso en Fuente del Berro,Gilmar Salamanca,6.506 €/m²,950.000 €,146 m²,28079,https://www.pisos.com/comprar/piso-goya28028-51720587941_102100/,2025-02-16,Error al procesar consumo,Error al procesar emisiones,146 m²,3,2,,,GM3-201606,,,,,,,,,,43,,,Exterior,,,N/A,,,1,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Ramón Luján, nº .",Housfy real Estate,4.944 €/m²,89.000 €,18 m²,28079,https://www.pisos.com/comprar/piso-moscardo28026-49221175883_109300/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,18 m²,1,1,,,EP442-805666,,N/A,,N/A,18 m²,,,,,N/A,,Bajo,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,
Loft en Simancas,Desarrollo Suanzes-Salvador Sl,2.166 €/m²,260.000 €,120 m²,28079,https://www.pisos.com/comprar/loft-san_blas_simancas28037-50857695982_100200/,2025-01-29,"E, F","E, F",120 m²,,2,Entre 30 y 50 años,En buen estado,TC902-606660,,N/A,N/A,N/A,,,,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Villamanín, nº .",Housfy real Estate,2.920 €/m²,219.000 €,75 m²,28079,https://www.pisos.com/comprar/piso-lucero28011-45919088941_109300/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,75 m²,2,1,,,EP442-807266,,,,,75 m²,,,,,N/A,,Bajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle de la Proa,GF CONSTRUCCION SOSTENIBLE,2.166 €/m²,260.000 €,120 m²,28079,https://www.pisos.com/comprar/chalet-cortes_huertas28014-51687567179_513032/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,120 m²,3,2,Menos de 5 años,A estrenar,4513032-000002,Gres,,Suelo radiante con aerotermia,,100 m²,,,Más de 2,N/A,,,,,N/A,,,,,,,,,,,PVC,,,,,,Privado,,,,,N/A,,,,N/A,
Piso en Avenida Erechavaleta (Barrio de los Angeles),Aliseda Inmobiliaria,2.052 €/m²,117.000 €,57 m²,28079,https://www.pisos.com/comprar/piso-villaverde_los_angeles28041-37527056138_107000/,2024-09-27,Error al procesar consumo,Error al procesar emisiones,57 m²,3,1,,,AS1-52932068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Madrid,YOUR HOME SERVICIOS INMOBILIARIOS,2.738 €/m²,227.260 €,83 m²,28079,https://www.pisos.com/comprar/piso-casco_historico_de_vallecas28031-50873286388_100500/,2025-01-24,"G, E","G, E",83 m²,3,1,Más de 50 años,Reformado,SA4750-YH52,Gres,Frío,Gas natural,,,Entre 40 y 60 €,N/A,1,N/A,N/A,Sureste,3ª,N/A,Cocina amueblada,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Pilar,"ESTUDIO BETANZOS 2015, S.L.U.",4.600 €/m²,230.000 €,50 m²,28079,https://www.pisos.com/comprar/piso-pilar28029-51680532079_100200/,2025-02-17,"E, E","E, E",50 m²,2,1,Más de 50 años,En buen estado,TC107-609998,,,N/A,N/A,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Claudo Cuello,CMG VIVIENDA,7.096 €/m²,1.100.000 €,155 m²,28079,https://www.pisos.com/comprar/piso-salamanca_castellana28006-27590075802_520147/,2023-03-06,Error al procesar consumo,Error al procesar emisiones,155 m²,3,3,Entre 30 y 50 años,En buen estado,4520147-000056,Parquet,Frío,Central,N/A,140 m²,Más de 100 €,,Más de 2,,N/A,Este,6ª,,N/A,N/A,,N/A,N/A,1,,,Como si fuese exterior !!!,,Madera blanca,Aluminio,,N/A,,,,,,,,,,,,,,
Piso en calle Lagasca,OFICINA ELOY GONZALO SERVIVIENDA,17.047 €/m²,1.790.000 €,105 m²,28079,https://www.pisos.com/comprar/piso-recoletos28001-44242718686_362300/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,105 m²,2,2,Más de 50 años,A estrenar,3623-21065,Tarima maciza,Frío y calor,Gas natural,N/A,100 m²,Más de 100 €,N/A,Más de 2,N/A,N/A,Sureste,7ª,N/A,Americana,Dos salones,,,,,N/A,,,,,Aluminio,,Independiente,,,,,,,,,,,,,,
"Piso en Travesía del Doctor Sánchez, 2",INMOBILIARIA IMC,3.673 €/m²,169.000 €,46 m²,28079,https://www.pisos.com/comprar/piso-san_diego28018-48336568163_501611/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,46 m²,2,1,Más de 50 años,Reformado,501611-001330,Gres,Frío y calor,Gas natural,N/A,43 m²,Entre 20 y 40 €,N/A,2,N/A,,Sureste,3ª,N/A,N/A,N/A,,N/A,N/A,,N/A,,,,Roble,Aluminio,N/A,N/A,N/A,,,,,,N/A,,N/A,,,,,
Piso en Lista,Gilmar Salamanca,8.413 €/m²,875.000 €,104 m²,28079,https://www.pisos.com/comprar/piso-goya28006-51675810112_102100/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,104 m²,3,2,,,GM3-204407,,,,,,,,,,3,,,,,,,,,,,,Interior,,,,,,,,,,,,,,,,,,,
Piso en Zona Tranquila Cercana Al Metro de La Almudena.,donpiso Central,3.175 €/m²,269.900 €,85 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-50862735288_109100/,2025-02-16,Error al procesar consumo,Error al procesar emisiones,85 m²,2,2,,,FE403-290390,Otros,Con bomba de calor,Central,N/A,,Más de 100 €,N/A,,,,Sureste,,Exterior calle,,,,,Por la mañana,,,,,,,Aluminio,Otra compañía,,,,,N/A,,,,,,,,,,
Piso en Palacio,GRUPO INMOBILIARIO MADRID 24 S.L.,7.474 €/m²,725.000 €,97 m²,28079,https://www.pisos.com/comprar/piso-centro_palacio28013-51722195740_108900/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,97 m²,3,2,,Reformado,XA881-1257,,,,,84 m²,,Completamente equipada,,,,,5ª,N/A,Completamente equipada con electrodomésticos modernos,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Delicias,Gilmar Embajadores,4.307 €/m²,840.000 €,195 m²,28079,https://www.pisos.com/comprar/piso-acacias28045-51672873969_102100/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,195 m²,2,3,,,GM16-204970,,,,,,,,,,24,,,Exterior,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Núñez de Balboa,OFICINA ELOY GONZALO SERVIVIENDA,11.769 €/m²,1.789.000 €,152 m²,28079,https://www.pisos.com/comprar/piso-recoletos28001-46721359636_362300/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,152 m²,2,2,Entre 30 y 50 años,Reformado,3623-199345,,Frío y calor,Central,,149 m²,102 €,N/A,,,3 metros cuadrados,Este,2ª,,Equipada,,,Y fisico,,1,,,N/A,,,,,,,,,,,,,,,,,,,
"Piso en calle Vereda de La Cebolla Con calle Ferenc Puskas,  S/N","PREMIER ESPAÑA, S.A.",2.957 €/m²,499.900 €,169 m²,28079,https://www.pisos.com/comprar/piso-el_canaveral-5178003455_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,169 m²,3,2,,A estrenar,4991481-21800928,,,,N/A,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Berruguete,"OFICINA TETUAN, S.L.",3.729 €/m²,179.000 €,48 m²,28079,https://www.pisos.com/comprar/piso-berruguete28039-51696627920_100200/,2025-02-14,"F, E","F, E",48 m²,1,1,Más de 50 años,En buen estado,TC365-609609,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,
Piso en Recoletos,Gilmar Salamanca,15.064 €/m²,2.350.000 €,156 m²,28079,https://www.pisos.com/comprar/piso-justicia_chueca28001-51728455640_102100/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,156 m²,3,2,,,GM3-205311,,,,,,,,,,,,,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en San Cristóbal,"ESTUDIO SAN CRISTOBAL DE LOS ANGELES, S.L.",1.787 €/m²,132.260 €,74 m²,28079,https://www.pisos.com/comprar/piso-villaverde_san_cristobal-50077254967_100200/,2025-01-28,"E, E","E, E",74 m²,3,1,Más de 50 años,En buen estado,TC128-600600,,N/A,,,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Palacio,ALFA RESIDENCIAL SESEÑA,7.816 €/m²,437.750 €,56 m²,28079,https://www.pisos.com/comprar/piso-centro_palacio28013-50910260091_101000/,2025-01-29,Error al procesar consumo,Error al procesar emisiones,56 m²,1,1,,,AF230-2340/43,,,,N/A,49 m²,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del General Pardiñas,HOUSINGO,10.092 €/m²,979.000 €,97 m²,28079,https://www.pisos.com/comprar/piso-lista_barrio28006-49252976374_108900/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,97 m²,2,2,,A estrenar,XA633-6151,,Frío y calor,Central,N/A,,,N/A,,N/A,,Este,2ª,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en calle de Hernani,ZONA MADRID.,6.406 €/m²,410.000 €,64 m²,28079,https://www.pisos.com/comprar/piso-tetuan_cuatro_caminos28020-51733893195_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,64 m²,2,1,Más de 50 años,En buen estado,SA4401-608-DHERNANI,,,,,52 m²,Entre 60 y 80 €,,,,,,1ª,N/A,Cocina equipada,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Jerónimos,AMMA HOMES,16.000 €/m²,4.000.000 €,250 m²,28079,https://www.pisos.com/comprar/piso-jeronimos28009-40848777002_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,250 m²,4,4,,,SA2622-103775830,,N/A,,N/A,,,,1,,,Sur,3ª,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Pinar del Rey,Estudio Inmobiliario Hortaleza Slu,2.941 €/m²,200.000 €,68 m²,28079,https://www.pisos.com/comprar/piso-pinar_del_rey28033-51709999640_100200/,2025-02-16,Error al procesar consumo,Error al procesar emisiones,68 m²,2,1,Más de 50 años,En buen estado,TC1087-609236,,,,,,,N/A,,,,,3ª,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Pueblo Nuevo,"ESTUDIO EZEQUIEL-SOLANA, S.L.",5.000 €/m²,170.000 €,34 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-25841208511_100200/,2025-02-01,"A, A","A, A",34 m²,1,1,Más de 50 años,Reformado,TC9-517214,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Aluche,TRADER INMOBILIARIO,3.700 €/m²,296.000 €,80 m²,28079,https://www.pisos.com/comprar/piso-latina_aluche28024-50872146033_997966/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,80 m²,3,1,,En buen estado,4997966-148099,,,,N/A,70 m²,,,,N/A,,,5ª,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Buenavista,Estudio Inmobiliario Buena Vista Carabanchel 2023 Sl,2.142 €/m²,135.000 €,63 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-50877531371_100200/,2025-01-27,"G, G","G, G",63 m²,2,1,Más de 50 años,En buen estado,TC1030-605020,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Fuente del Berro,REYLANK PROPIEDADES,4.686 €/m²,239.000 €,51 m²,28079,https://www.pisos.com/comprar/piso-fuente_del_berro28028-51756454674_106700/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,51 m²,2,1,Más de 50 años,,IFC75993-PIS_3803,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Goya,Gilmar Salamanca,12.824 €/m²,1.680.000 €,131 m²,28079,https://www.pisos.com/comprar/piso-justicia_chueca28001-51682049604_102100/,2025-02-16,Error al procesar consumo,Error al procesar emisiones,131 m²,3,3,,,GM3-193823,,,,,,,,,,,,,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Ocaña,CAPITAL HOME NAVALCARNERO,4.751 €/m²,384.900 €,81 m²,28079,https://www.pisos.com/comprar/piso-latina_aluche28047-51675379590_101800/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,81 m²,3,1,Más de 50 años,,IF76877-OC,,,Central,N/A,,,,1,,,,,,N/A,,N/A,,,1,,,,,,,,N/A,,,,,,,,,,,,,,
Piso en Castellana,Gilmar Salamanca,14.969 €/m²,4.850.000 €,324 m²,28079,https://www.pisos.com/comprar/piso-goya28006-51758042378_102100/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,324 m²,5,6,,,GM3-203205,,,,,,,,,,,,,Exterior,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en calle de Téllez,SEMAR HOGAR - Madrid,6.483 €/m²,590.000 €,91 m²,28079,https://www.pisos.com/comprar/atico-retiro_pacifico28007-41716798177_381300/,2024-02-04,"G, G","G, G",91 m²,2,1,Entre 20 y 30 años,Reformado,3813-05174,Gres,Por conductos,Gas natural,N/A,80 m²,,,Más de 2,N/A,"8 m² y 5 m², 2 terrazas",Sureste,8ª,N/A,"Amueblada, integrada con el salón","De paso, con terraza",N/A,N/A,Muy soleado,1,Doble climalit,,,,Lacada en blanco,PVC,N/A,Otra terraza,Conserje 24 h,,,,,,,,,N/A,,,,
Piso en Jerónimos,FORTUNY MADRID REAL ESTATE,13.317 €/m²,2.850.000 €,214 m²,28079,https://www.pisos.com/comprar/piso-jeronimos28009-32515324577_100500/,2024-11-08,Error al procesar consumo,Error al procesar emisiones,214 m²,3,4,,En buen estado,SA2499-Pj240,,N/A,,N/A,,,,1,,N/A,,,N/A,,,N/A,,,,,,No,,,,,,,,,,,,,,,,,,,
Chalet en Fuentelarreina,Gilmar Mirasierra,5.157 €/m²,3.600.000 €,698 m²,28079,https://www.pisos.com/comprar/chalet-fuencarral_el_pardo_el_pardo28035-48357977844_102100/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,698 m²,5,6,,,GM23-156117,,,,,,,,,,,,,,,,,,,2,,,,N/A,,,,,,,,N/A,1.065 m²,,,,,,,,,
Piso en Hortaleza,Inmobiliaria VIVAHOGAR,5.519 €/m²,850.000 €,154 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_colina28033-49214146684_109300/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,154 m²,3,2,Entre 30 y 50 años,,EP805-1192,,N/A,N/A,N/A,109 m²,,N/A,N/A,,45,,1ª,N/A,N/A,,,,,N/A,,,,N/A,,,,,,,,N/A,,,,,,,,,,
Chalet en Puerta de Hierro,Gilmar Mirasierra,3.259 €/m²,2.200.000 €,675 m²,28079,https://www.pisos.com/comprar/chalet-fuencarral_el_pardo_el_pardo28035-95838895783_102100/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,675 m²,6,6,,,GM23-137074,,,,,,,,,,,,,,,,,,,2,,,,N/A,,,,,,,,N/A,1.677 m²,,,,,,,,,
Ático en calle de Núñez de Balboa,HOUSINGO,13.636 €/m²,2.250.000 €,165 m²,28079,https://www.pisos.com/comprar/atico-recoletos28001-50018496441_108900/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,165 m²,2,2,,A estrenar,XA633-6231,,Frío y calor,,2,,Más de 100 €,N/A,,,N/A,,7ª,,N/A,,,,,1,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en calle de Caleruega,Grupo EXTRA,5.595 €/m²,677.000 €,121 m²,28079,https://www.pisos.com/comprar/piso-costillares-50060822119_100500/,2025-01-31,"E, E","E, E",121 m²,4,2,Entre 30 y 50 años,,SA874-CA-C255/1158,Parquet,,N/A,N/A,104 m²,Más de 100 €,,1,N/A,N/A,Suroeste,3ª,,,N/A,,,,1,,N/A,,,,,,,,,N/A,,,,,,N/A,,,,,
Piso en Avenida de Menéndez Pelayo,SEMAR HOGAR - Madrid,7.809 €/m²,820.000 €,105 m²,28079,https://www.pisos.com/comprar/piso-ibiza28009-31692450352_381300/,2023-07-12,"E, E","E, E",105 m²,3,2,Más de 50 años,Reformado,3813-05130,Parquet,,Gas natural,N/A,95 m²,130 €- ibi 800 €,,Más de 2,N/A,,Este,2ª,,"Moderna, abierta al salón",N/A,Trastero abuhardillado,N/A,N/A,,Doble climalit,,Pero muy luminoso,,Lacada en blanco,PVC,G/n,,,,,,,,,,,,,,,
Piso en Goya,FORTUNY MADRID REAL ESTATE,9.000 €/m²,675.000 €,75 m²,28079,https://www.pisos.com/comprar/piso-goya28009-43415139486_100500/,2024-11-08,Error al procesar consumo,Error al procesar emisiones,75 m²,2,2,Más de 50 años,En buen estado,SA2499-3072,,N/A,Central,N/A,,,,1,,,Norte,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en calle de Fernán González,OFICINA ELOY GONZALO SERVIVIENDA,9.221 €/m²,959.000 €,104 m²,28079,https://www.pisos.com/comprar/piso-ibiza28009-48337353426_362300/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,104 m²,3,3,,A estrenar,3623-199355,,Frío y calor,,,90 m²,,N/A,2,,,,Bajo,,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en calle de los Encierros,Asian Consulting,1.874 €/m²,239.900 €,128 m²,28079,https://www.pisos.com/comprar/piso-orcasitas-49224105477_109300/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,128 m²,3,2,,En buen estado,EP613-532605,,Frío-calor,N/A,,99 m²,,,,,6.00 m²,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Lista,Gilmar Salamanca,8.715 €/m²,1.595.000 €,183 m²,28079,https://www.pisos.com/comprar/piso-goya28006-51677080305_102100/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,183 m²,3,3,,,GM3-203938,,,,,,,,,,,,,Exterior,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en calle de Vergara,Engel & Völkers Madrid,6.731 €/m²,276.000 €,41 m²,28079,https://www.pisos.com/comprar/apartamento-centro_palacio28013-48380607037_101800/,2025-02-03,Error al procesar consumo,Error al procesar emisiones,41 m²,1,2,Más de 50 años,,IF77045-I-00YQYX-W-02XEKM,,,Central,N/A,,,N/A,1,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Fernando Díaz de Mendoza,Aliseda Inmobiliaria,3.317 €/m²,345.000 €,104 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_comillas28019-41739290682_105900/,2024-12-19,Error al procesar consumo,Error al procesar emisiones,104 m²,4,1,,,AN1-ANT00020717444,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Recoletos,EXCLUSIVE WORLD HOME,8.509 €/m²,936.000 €,110 m²,28079,https://www.pisos.com/comprar/piso-recoletos28001-48392728337_100500/,2025-01-19,Error al procesar consumo,Error al procesar emisiones,110 m²,1,1,,En buen estado,SA5433-8578,,N/A,,N/A,,,,1,,,,4ª,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Vereda de La Cebolla Con calle Ferenc Puskas,  S/N","PREMIER ESPAÑA, S.A.",4.351 €/m²,456.900 €,105 m²,28079,https://www.pisos.com/comprar/piso-el_canaveral-5140279489_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,105 m²,3,2,,A estrenar,4991481-21713734,,,,N/A,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Recoletos,Gilmar Salamanca,17.905 €/m²,2.650.000 €,148 m²,28079,https://www.pisos.com/comprar/piso-justicia_chueca28001-45842498762_102100/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,148 m²,3,4,,,GM3-199572,,,,,,,,,,,Sur,,Exterior,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Príncipe de Vergara,OFICINA ELOY GONZALO SERVIVIENDA,11.071 €/m²,2.469.000 €,223 m²,28079,https://www.pisos.com/comprar/piso-salamanca_castellana28006-50866353357_362300/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,223 m²,4,4,Más de 50 años,Reformado,3623-199375,,Frío y calor,Central,N/A,184 m²,324€,N/A,Más de 2,,N/A,,1ª,N/A,Equipada,N/A,,Y fisico,,,,,,,,,,Independiente,,,N/A,,,,,,,,,,,
Piso en calle del Progreso,Asian Consulting,2.339 €/m²,255.000 €,109 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-50086794772_109300/,2025-01-15,Error al procesar consumo,Error al procesar emisiones,109 m²,3,2,,A reformar,EP613-538220,,Frío-calor,N/A,,102 m²,,,,,10.00 m²,,,,,,,,,,,,,Comunitaria,,,,,,,,,,,,,,,,,,
Casa pareada en Rejas - San Blas,Alfa Acacias,3.891 €/m²,895.000 €,230 m²,28079,https://www.pisos.com/comprar/casa_pareada-rejas28022-45932824729_101000/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,230 m²,5,3,,,AF15-1725/936,,,,,220 m²,,,Más de 2,N/A,,Este,,,,,N/A,,,,,,,,,,,,,,,,,Pareada,,,,,,,,
Piso en Embajadores-Lavapiés,"ESTUDIO PLAZA ANTON MARTIN, S.L.",6.551 €/m²,190.000 €,29 m²,28079,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-46718234112_100200/,2025-02-04,"E, E","E, E",29 m²,1,1,Más de 50 años,En buen estado,TC99-592306,,N/A,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Niño Jesús,FORTUNY MADRID REAL ESTATE,10.351 €/m²,1.149.000 €,111 m²,28079,https://www.pisos.com/comprar/piso-nino_jesus28009-46753822647_100500/,2024-11-08,Error al procesar consumo,Error al procesar emisiones,111 m²,2,2,Más de 50 años,En buen estado,SA2499-3316,,N/A,,N/A,93 m²,Más de 100 €,,1,,,Norte,3ª,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Plaza de Tirso de Molina,Damez Properties,5.845 €/m²,795.000 €,136 m²,28079,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-50909162435_109300/,2025-01-22,Error al procesar consumo,Error al procesar emisiones,136 m²,5,2,,A reformar,EP1010-1168,,,,N/A,,Más de 100 €,,,,3 balcones,,3ª,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Madrid,"ALQUILER SEGURO,S.A.",2.716 €/m²,220.000 €,81 m²,28079,https://www.pisos.com/comprar/piso-san_diego28018-51694539585_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,81 m²,2,1,,En buen estado,XA24-001/019/007381,,N/A,N/A,,,N/A,,N/A,,N/A,,1ª,,N/A,N/A,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,N/A
"Piso en calle de Lope de Rueda, nº .",Housfy real Estate,9.323 €/m²,1.240.000 €,133 m²,28079,https://www.pisos.com/comprar/piso-goya28009-49181534395_109300/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,133 m²,3,2,,,EP442-830144,,,N/A,N/A,122 m²,,,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Lavapies,"Desarrollo Ciudad Jardín 2018, S.L.",6.218 €/m²,199.000 €,32 m²,28079,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-50913920566_103700/,2025-02-20,"E, F","E, F",32 m²,1,1,,En buen estado,BLU6-LCM33723,,,,,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Conde Orgaz,Gilmar Orgaz-Naciones,7.444 €/m²,3.000.000 €,403 m²,28079,https://www.pisos.com/comprar/chalet-chamartin_prosperidad28043-48365035737_102100/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,403 m²,5,5,,,GM24-197666,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,N/A,990 m²,,,,,,,,,
Piso en calle de Lope de Rueda,MAXHOUSE,7.196 €/m²,950.000 €,132 m²,28079,https://www.pisos.com/comprar/piso-ibiza28009-5911933624_517093/,2025-01-28,Error al procesar consumo,Error al procesar emisiones,132 m²,5,2,,En buen estado,517093-000490,Tarima maciza,Frío y calor,Central,N/A,120 m²,,,Más de 2,N/A,,Este,4ª,N/A,N/A,,,Y físico,,,N/A,,,,,,N/A,,,N/A,,,,,N/A,,,,,,,
Piso en Lavapiés,Gilmar Embajadores,6.440 €/m²,760.000 €,118 m²,28079,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-51764908788_102100/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,118 m²,4,3,,,GM16-203941,,,,,,,,,,,,,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,
