nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Tipo suelo,Aire acondicionado,Calefacción,Ascensor,Superficie útil,Gastos de comunidad,Amueblado,Armarios empotrados,Puerta blindada,Terraza,Orientación,Planta,Exterior,Cocina equipada,Comedor,Trastero,Portero automático,Soleado,Garaje,Vidrios dobles,Agua,Interior,Piscina,Carpintería interior,Carpintería exterior,Gas,Lavadero,Sistema de seguridad,Adaptado a personas con movilidad reducida,Balcón,Jardín,Superficie solar,Tipo de casa,Se aceptan mascotas,No se aceptan mascotas,Teléfono,Chimenea,Calle alumbrada,Urbanizado,Calle asfaltada,Luz
Piso en Quintana,"OFICINA QUINTANA, S.L.",3.842 €/m²,269.000 €,70 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_quintana-50870414369_100200/,2025-02-14,"E, E","E, E",70 m²,2,1,Más de 50 años,En buen estado,TC582-607654,,,N/A,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Vereda de La Cebolla Con calle Ferenc Puskas,  S/N","PREMIER ESPAÑA, S.A.",4.200 €/m²,499.900 €,119 m²,28079,https://www.pisos.com/comprar/piso-el_canaveral-5171352946_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,119 m²,4,2,,A estrenar,4991481-0,,,,N/A,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Salamanca - Fuente del Berro,EMBLEMA SERVICIOS  INMOBILIARIOS MADRID,8.383 €/m²,897.000 €,107 m²,28079,https://www.pisos.com/comprar/piso-fuente_del_berro28028-50883530164_106000/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,107 m²,3,2,Más de 50 años,,NI567-270,,,,N/A,,,,,,,,3ª,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en calle del Cerro del Murmullo,Inmuebling Servicios inmobiliarios Madrid,3.112 €/m²,249.000 €,80 m²,28079,https://www.pisos.com/comprar/duplex-ensanche_de_vallecas_valdecarros28051-50065662229_100500/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,80 m²,1,2,Entre 10 y 20 años,En buen estado,SA179-IM/VENTACERRO1224,Gres,Frío,Eléctrica,N/A,,,,1,N/A,N/A,,Bajo,N/A,Cocina amueblada,,,,,1,,,,Comunitaria,,,,,,,,Comunitario,,,,,,,,,,
Piso en calle de Ginzo de Limia,Estudio Barrio Del Pilar La Vaguada Sl,5.094 €/m²,270.000 €,53 m²,28079,https://www.pisos.com/comprar/piso-pilar28029-50931745622_100200/,2025-02-19,"E, E","E, E",53 m²,2,1,Más de 50 años,En buen estado,TC1045-605950,Gres,N/A,,N/A,,,,,,N/A,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Almagro,TIERRA DE ENSUEÑOS,10.614 €/m²,1.815.000 €,171 m²,28079,https://www.pisos.com/comprar/piso-chamberi_almagro28010-51691147507_104700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,171 m²,,,,,STA70-pisMADRID05,,,,,171 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Zabaleta,"CONSULTING PROSPERIDAD 2015, S.L.U.",6.153 €/m²,400.000 €,65 m²,28079,https://www.pisos.com/comprar/piso-chamartin_prosperidad28002-50075825182_100200/,2025-02-13,"E, E","E, E",65 m²,2,1,Más de 50 años,A reformar,TC129-604540,,,,N/A,,,,,,N/A,,2ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Palomeras Bajas,Estudio Visionpro San Diego Slu,3.197 €/m²,259.000 €,81 m²,28079,https://www.pisos.com/comprar/piso-palomeras_bajas28018-47504224939_100200/,2025-02-19,"E, E","E, E",81 m²,3,,Entre 30 y 50 años,En buen estado,TC1120-594232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Puente de Vallecas,Inmobiliaria VIVAHOGAR,4.921 €/m²,315.000 €,64 m²,28079,https://www.pisos.com/comprar/atico-san_diego28053-51687668430_109300/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,64 m²,1,1,Entre 20 y 30 años,,EP805-1251,,N/A,,,,,,N/A,,N/A,,2ª,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Ave María,GRUPO INMOBILIA,5.334 €/m²,597.500 €,112 m²,28079,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-50894303936_108900/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,112 m²,,,,,XA847-INM33133,N/A,N/A,N/A,N/A,,,,,,N/A,N/A,4ª,,,,,N/A,,,,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,N/A
Piso en San Diego,Estudio Visionpro San Diego Slu,2.573 €/m²,175.000 €,68 m²,28079,https://www.pisos.com/comprar/piso-san_diego28018-51760180642_100200/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,68 m²,2,,Más de 50 años,En buen estado,TC1120-608443,,,,,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Valmojado, nº .",Housfy real Estate,3.916 €/m²,329.000 €,84 m²,28079,https://www.pisos.com/comprar/piso-latina_aluche28047-48357802272_109300/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,84 m²,3,1,,,EP442-816176,,,N/A,N/A,84 m²,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en calle del General Álvarez de Castro,ODS GROUP,Error al procesar precio m²,A consultar,123 m²,28079,https://www.pisos.com/comprar/apartamento-trafalgar28010-48373263002_100500/,2025-01-27,Error al procesar consumo,Error al procesar emisiones,123 m²,3,2,Más de 50 años,,SA5620-ARTE00136/10440,Tarima flotante,N/A,N/A,N/A,105 m²,Entre 60 y 80 €,,1,N/A,N/A,Oeste,1ª,,,N/A,,,,,,N/A,,,,,,,N/A,,N/A,,,,,,,,,,,
Piso en Comillas,"ESTUDIO MADRID COMILLAS, S.L.",2.934 €/m²,135.000 €,46 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_comillas28019-48411766258_100200/,2024-12-20,Error al procesar consumo,Error al procesar emisiones,46 m²,1,,Más de 50 años,En buen estado,TC201-590659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Castellana,FORTUNY MADRID REAL ESTATE,9.919 €/m²,1.359.000 €,137 m²,28079,https://www.pisos.com/comprar/piso-salamanca_castellana28006-45009662806_100500/,2024-11-08,Error al procesar consumo,Error al procesar emisiones,137 m²,2,2,,En buen estado,SA2499-3251,,N/A,Central,N/A,105 m²,,,1,,,,1ª,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en calle Hermosilla,AMMA HOMES,11.282 €/m²,1.839.000 €,163 m²,28079,https://www.pisos.com/comprar/piso-goya28009-49202240294_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,163 m²,3,3,Más de 50 años,En buen estado,SA2622-106625298,,N/A,Central,N/A,140 m²,Más de 100 €,,1,,N/A,Sur,5ª,N/A,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,
Piso en Los Rosales,Oficina Villaverde Bajo Sl,3.297 €/m²,399.000 €,121 m²,28079,https://www.pisos.com/comprar/piso-villaverde_los_rosales28021-50053044053_100200/,2024-12-19,"G, F","G, F",121 m²,4,1,Más de 50 años,En buen estado,TC1034-601662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Centenera,Cal Estudios Inmobiliarios,2.500 €/m²,122.506 €,49 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-51766552516_106000/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,49 m²,2,1,Más de 50 años,,NI90-10363,Baldosa,,,,45 m²,,,2,,N/A,,4ª,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,
"Piso en calle de Durazno, 9",FORO CONSULTORES INMOBILIARIOS,4.289 €/m²,317.400 €,74 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-46707726780_109700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,74 m²,2,2,,A estrenar,FP2-79898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Delicias,Estudio Museo Del Ferrocarril Slu,4.785 €/m²,335.000 €,70 m²,28079,https://www.pisos.com/comprar/piso-arganzuela_delicias-50058546146_100200/,2025-02-03,"E, E","E, E",70 m²,3,1,Más de 50 años,En buen estado,TC1099-603899,,,N/A,,,,N/A,,,,,4ª,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Chimbo,ACIERTO CASA,2.896 €/m²,223.000 €,77 m²,28079,https://www.pisos.com/comprar/piso-abrantes28025-45842262939_101800/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,77 m²,4,1,,,IF5026-DA24CH,,,,,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Fernán González,Homevitae Madrid,10.538 €/m²,959.000 €,91 m²,28079,https://www.pisos.com/comprar/piso-ibiza28009-48409239949_523805/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,91 m²,3,3,Más de 50 años,Reformado,4523805-000031,Tarima flotante,Frío y calor,Central,N/A,75 m²,Más de 100 €,N/A,Más de 2,,,Este,Bajo,,N/A,,,N/A,,,N/A,,N/A,,,PVC,N/A,,,,,,,,,,,,,,,
Piso en Lista,FORTUNY MADRID REAL ESTATE,12.030 €/m²,1.179.000 €,98 m²,28079,https://www.pisos.com/comprar/piso-lista_barrio28006-45862962533_100500/,2024-11-08,Error al procesar consumo,Error al procesar emisiones,98 m²,2,2,,En buen estado,SA2499-3252,,N/A,,N/A,84 m²,,,1,,,,5ª,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Arte Figurativo Con Avenida Gran Vía del Sureste,  S/N","PREMIER ESPAÑA, S.A.",4.840 €/m²,609.900 €,126 m²,28079,https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-5239755121_109700/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,126 m²,3,2,,A estrenar,4991481-0,,,,N/A,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Nuñes Balboa,MAXHOUSE,8.026 €/m²,1.220.000 €,152 m²,28079,https://www.pisos.com/comprar/piso-salamanca_castellana28006-39260844858_517093/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,152 m²,3,3,Más de 50 años,A reformar,517093-000766,Tarima flotante,Frío y calor,Central,N/A,132 m²,,,Más de 2,N/A,N/A,Este,5ª,N/A,N/A,N/A,,N/A,N/A,,,,,,,Madera,N/A,N/A,N/A,N/A,,,,,,,N/A,,,,,
Piso en Peñagrande,TECNOCASA HERRERA ORIA,3.488 €/m²,150.000 €,43 m²,28079,https://www.pisos.com/comprar/piso-penagrande28035-51699240475_100200/,2025-02-20,"E, E","E, E",43 m²,1,1,Más de 50 años,En buen estado,TC517-609877,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Carlos Dabán,GRUPO INMOBILIA,4.446 €/m²,249.000 €,56 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_san_isidro28019-51719678539_108900/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,56 m²,,,,,XA847-INM34097,N/A,,N/A,N/A,,,,,,,N/A,3ª,,,,,N/A,,,,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,N/A
Piso en Ríos Rosas,SYMBOLIC GESTION INMOBILIARIA,9.075 €/m²,1.325.000 €,146 m²,28079,https://www.pisos.com/comprar/piso-rios_rosas-49259042806_994318/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,146 m²,4,3,Entre 30 y 50 años,En buen estado,4994318-VF-835,Tarima maciza,Frío,Central,N/A,124 m²,Más de 100 €,,Más de 2,N/A,En la cocina tipo tendedero,Este,7ª,N/A,Con zona de office,N/A,N/A,N/A,N/A,1,,,,,Madera sapelli,Aluminio,,N/A,24 horas,,,Comunitario,,,,,N/A,,,,,
Piso en Embajadores-Lavapiés,"ESTUDIO PLAZA ANTON MARTIN, S.L.",6.590 €/m²,290.000 €,44 m²,28079,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-50871674151_100200/,2025-02-03,"E, E","E, E",44 m²,2,1,Más de 50 años,En buen estado,TC99-608195,,N/A,,,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida de la Gavia,Aliseda Inmobiliaria,3.136 €/m²,298.000 €,95 m²,28079,https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-51760592636_107000/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,95 m²,1,1,,,AS1-VPA0200306716,,N/A,N/A,N/A,,,,,,,,,,N/A,,N/A,N/A,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,
Piso en Plaza Solidaridad,REMAX URBE,2.277 €/m²,230.000 €,101 m²,28079,https://www.pisos.com/comprar/piso-orcasitas-51697328040_100500/,2025-02-19,"E, E","E, E",101 m²,3,2,Entre 30 y 50 años,En buen estado,SA2484-3248-24494,,,,,,Entre 60 y 80 €,,1,,N/A,Este,2ª,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Goya,INMOBILIARIA SAN FELIPE Y LACLOS SL,10.735 €/m²,569.000 €,53 m²,28079,https://www.pisos.com/comprar/piso-goya28009-49227186213_100500/,2025-01-23,Error al procesar consumo,Error al procesar emisiones,53 m²,2,1,Más de 50 años,Reformado,SA1625-1415,Tarima flotante,,N/A,N/A,49 m²,,N/A,1,,,Sur,2ª,N/A,Cocina amueblada,,,,,,N/A,,,,,,,,N/A,,N/A,,,,,,,,,,,
Casa en Puerta de Hierro,PISOS Y SEGUROS.COM,7.467 €/m²,575.000 €,77 m²,28079,https://www.pisos.com/comprar/casa-valdezarza28035-51738515500_100500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,77 m²,2,2,Entre 10 y 20 años,,SA1435-01630/5089,,N/A,N/A,,,,,1,N/A,,Sur,,,,,,,,1,,,,Propia,,,,,,,,N/A,157 m²,,,,,N/A,,,,
Piso en Universidad-Malasaña,FERGOSA GESTIÓN INMOBILIARIA,6.225 €/m²,249.000 €,40 m²,28079,https://www.pisos.com/comprar/piso-universidad_malasana28004-51746623354_519277/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,40 m²,1,1,Más de 50 años,Reformado,519277-002871,Gres,,Eléctrica,,40 m²,Actualmente hay una derrama y el total son 50 euro,,1,N/A,,,Bajo,,N/A,,,N/A,,,,,N/A,,,Aluminio,,,,,,,,,,,,,,,,
Casa adosada en La Piovera,Alfa Arzal,3.081 €/m²,1.245.000 €,404 m²,28079,https://www.pisos.com/comprar/casa_adosada-hortaleza_palomas28042-47585534857_101000/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,404 m²,6,4,,,AF97-5407/3007,,,,,,,,Más de 2,N/A,10,Suroeste,,,,,N/A,,,,,,,N/A,,,,,,,,,,Adosada,,,,,,,,
Piso en Pueblo Nuevo,"ESTUDIO EZEQUIEL-SOLANA, S.L.",3.716 €/m²,275.000 €,74 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-50932186350_100200/,2025-02-18,"E, E","E, E",74 m²,3,1,Más de 50 años,En buen estado,TC9-606037,,N/A,N/A,,,Más de 100 €,,,,N/A,,2ª,,N/A,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,
"Dúplex en calle del Maravedí, 10",SAPRIAN HOMES,2.916 €/m²,595.000 €,204 m²,28079,https://www.pisos.com/comprar/duplex-pau_de_carabanchel28054-50891574158_100500/,2025-01-27,Error al procesar consumo,Error al procesar emisiones,204 m²,4,2,Entre 20 y 30 años,En buen estado,SA5134-SH-Las Rozas 116,,,Gas natural,N/A,,,,1,,N/A,Noroeste,6ª,N/A,,,N/A,,,1,,,,Propia,,,,,,,,Privado,,,,,,,,,,
Ático en Azca - Tetúan,Damez Properties,5.312 €/m²,664.000 €,125 m²,28079,https://www.pisos.com/comprar/atico-tetuan_cuatro_caminos28003-47531192024_109300/,2024-11-15,Error al procesar consumo,Error al procesar emisiones,125 m²,3,1,,A reformar,EP1010-1126,,Frío,,N/A,,Entre 80 y 100 €,,,,Terraza,Noreste,7ª,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Bellas Vistas,Grupo Inmobiliario Ares,5.018 €/m²,266.000 €,53 m²,28079,https://www.pisos.com/comprar/piso-bellas_vistas28039-51672604815_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,53 m²,2,1,,,AG610-CHA-11,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Simancas,"DESARROLLO SIMANCAS, S.L.U.",3.255 €/m²,152.999 €,47 m²,28079,https://www.pisos.com/comprar/piso-san_blas_simancas28037-48362570638_100200/,2025-02-03,"E, E","E, E",47 m²,2,1,Más de 50 años,En buen estado,TC206-597341,,,,,,,,,,,,1ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en calle Mira Al Sol,MAXHOUSE,4.850 €/m²,485.000 €,100 m²,28079,https://www.pisos.com/comprar/duplex-centro_embajadores_lavapies28005-97527254933_517093/,2025-01-28,Error al procesar consumo,Error al procesar emisiones,100 m²,2,2,Más de 50 años,A estrenar,517093-000210,Tarima maciza,,Gas natural,N/A,100 m²,45€,N/A,Más de 2,N/A,,,4ª,N/A,Equipada y amueblada,,,N/A,,,N/A,,,,,PVC,Natural,,,,N/A,,,,,,,,,,,
Piso en Palomeras Bajas,Grupo Inmobiliario Ares,3.230 €/m²,168.000 €,52 m²,28079,https://www.pisos.com/comprar/piso-palomeras_bajas28053-49226951002_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,52 m²,2,1,,,AG610-PIS2800,Tarima normal,,Gas natural,,,,,,N/A,,Oeste,,N/A,Americana,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Cortes-Huertas,"ESTUDIO PLAZA ANTON MARTIN, S.L.",5.769 €/m²,900.000 €,156 m²,28079,https://www.pisos.com/comprar/piso-cortes_huertas28014-49236680014_100200/,2025-02-04,"D, D","D, D",156 m²,5,2,Más de 50 años,En buen estado,TC99-600099,,,,,,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Santiago de Compostela,VOHOME PROPIEDADES FUENCARRAL,4.428 €/m²,620.000 €,140 m²,28079,https://www.pisos.com/comprar/piso-pilar28034-51693215637_100500/,2025-02-04,"E, E","E, E",140 m²,5,3,Más de 50 años,En buen estado,SA4576-VO129,,,,,119 m²,Más de 100 €,,,,,,15ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida del Mediterráneo,GRUPO SM HOMES,5.730 €/m²,510.000 €,89 m²,28079,https://www.pisos.com/comprar/piso-retiro_estrella28007-49229724642_101800/,2025-01-23,"E, E","E, E",89 m²,2,1,,,IF76811-Avenida del Mediterraneo,,,Central,N/A,,,,1,N/A,,,6ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Goya,DON CHAMBERI,9.409 €/m²,1.354.900 €,144 m²,28079,https://www.pisos.com/comprar/piso-goya28009-50870766587_108900/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,144 m²,2,2,,A estrenar,XA785-537832,,Frío-calor,N/A,N/A,102 m²,160,N/A,,,,Norte,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Trueba y Fernández,Grupo EXTRA,6.578 €/m²,750.000 €,114 m²,28079,https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28016-51667692541_100500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,114 m²,3,1,Más de 50 años,,SA874-CO-C271/1158,,,Central,N/A,100 m²,Más de 100 €,,,N/A,N/A,Sur,1ª,,,N/A,,,,,,N/A,,,,,,,,,N/A,,,,,,N/A,,,,,
Piso en Ventas,"ESTUDIO MARQUES DE CORBERA, S.L.",2.737 €/m²,219.000 €,80 m²,28079,https://www.pisos.com/comprar/piso-ventas28017-50076644817_100200/,2024-12-20,Error al procesar consumo,Error al procesar emisiones,80 m²,3,1,Más de 50 años,A reformar,TC140-604580,Parquet,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Pilar,Estudio Barrio Del Pilar La Vaguada Sl,4.104 €/m²,550.000 €,134 m²,28079,https://www.pisos.com/comprar/piso-pilar28029-49205106100_100200/,2025-02-19,"E, E","E, E",134 m²,3,2,Más de 50 años,En buen estado,TC1045-600336,,,Central,N/A,,,,,,N/A,,,,N/A,,,N/A,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en Orcasitas,M2 REAL ESTATE,1.392 €/m²,110.000 €,79 m²,28079,https://www.pisos.com/comprar/piso-orcasitas-51698449700_100500/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,79 m²,3,2,,,SA606-COP-ELC-0482/1852,,,,,70 m²,,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Pirra,GRUPO SM HOMES,6.086 €/m²,420.000 €,69 m²,28079,https://www.pisos.com/comprar/piso-rejas28022-51689147956_101800/,2025-02-17,"E, E","E, E",69 m²,2,2,,,IF76811-Calle de Pirra,,,Central,N/A,,,N/A,1,,,,6ª,,N/A,,N/A,,,1,,,,Comunitaria,,,,,,,,,,,,,,,,,,
Piso en Lista,FORTUNY MADRID REAL ESTATE,9.110 €/m²,2.469.000 €,271 m²,28079,https://www.pisos.com/comprar/piso-lista_barrio28006-48420993483_100500/,2024-11-08,Error al procesar consumo,Error al procesar emisiones,271 m²,4,4,Más de 50 años,En buen estado,SA2499-3392,,N/A,,N/A,,Más de 100 €,,1,,N/A,,1ª,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Justicia-Chueca,FORTUNY MADRID REAL ESTATE,7.199 €/m²,1.519.000 €,211 m²,28079,https://www.pisos.com/comprar/piso-justicia_chueca28004-49213166999_100500/,2024-11-25,Error al procesar consumo,Error al procesar emisiones,211 m²,4,4,,En buen estado,SA2499-106651993,,N/A,,N/A,,Más de 100 €,,1,,,,1ª,N/A,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,
Piso en calle de Santa Engracia,OFICINA ELOY GONZALO SERVIVIENDA,8.505 €/m²,740.000 €,87 m²,28079,https://www.pisos.com/comprar/piso-trafalgar28010-45899304929_362300/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,87 m²,3,2,Más de 50 años,A reformar,3623-21069,Tarima flotante,Frío,Gas natural,N/A,80 m²,Entre 60 y 80 €,,Más de 2,,,Sureste,5ª,N/A,N/A,,,N/A,N/A,,,,,,,Aluminio,,,Camaras,N/A,N/A,,,,,,,,,,,
"Casa adosada en calle Marqués de Casa Tilly,  S/N",FORO CONSULTORES INMOBILIARIOS,2.258 €/m²,560.000 €,248 m²,28079,https://www.pisos.com/comprar/casa_adosada-el_canaveral-43354862645_109700/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,248 m²,4,3,,A estrenar,FP2-79923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,
Piso en calle de Núñez de Balboa,GRUPO INMOBILIA,10.406 €/m²,499.500 €,48 m²,28079,https://www.pisos.com/comprar/piso-salamanca_castellana28006-50841766266_108900/,2025-02-05,Error al procesar consumo,Error al procesar emisiones,48 m²,,,,,XA847-INM32832,N/A,,N/A,N/A,,,,,,,N/A,4ª,,,,,,,,,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,N/A
Piso en calle Isabel ´La Católica´,Homevitae Madrid,6.415 €/m²,725.000 €,113 m²,28079,https://www.pisos.com/comprar/piso-centro_palacio28013-50881509917_523805/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,113 m²,2,2,Más de 50 años,Reformado,4523805-000040,Tarima flotante,Frío y calor,Gas natural,,84 m²,Entre 40 y 60 €,N/A,2,N/A,,Oeste,5ª,N/A,Americana,,,N/A,,,,,,,,PVC,,,,,,,,,,,,,,,,
Piso en Carrera San Jerónimo,OFICINA ELOY GONZALO SERVIVIENDA,9.392 €/m²,789.000 €,84 m²,28079,https://www.pisos.com/comprar/piso-cortes_huertas28014-34178652793_362300/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,84 m²,2,2,,A estrenar,3623-199296,,,Gas natural,,67 m²,Más de 100 €,N/A,,,,,4ª,N/A,,,,,,,,,,,,,N/A,,,,N/A,,,,,,,,,,,
Piso en calle de Leonor Góngora,Aliseda Inmobiliaria,1.934 €/m²,162.500 €,84 m²,28079,https://www.pisos.com/comprar/piso-villaverde_los_rosales28021-41686794079_105900/,2024-12-12,Error al procesar consumo,Error al procesar emisiones,84 m²,3,1,,,AN1-ANT00047720466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Hortaleza,IDÍLICO REALTY,6.689 €/m²,495.000 €,74 m²,28079,https://www.pisos.com/comprar/piso-justicia_chueca28004-47588374255_528410/,2024-10-14,Error al procesar consumo,Error al procesar emisiones,74 m²,1,1,,Reformado,4528410-Piso Hortaleza 26,Gres,,,Recién instalado y pagado,65 m²,,,2,,,,2ª,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,
Apartamento en Sol,Grupo Inmobiliario Ares,5.810 €/m²,215.000 €,37 m²,28079,https://www.pisos.com/comprar/apartamento-sol_barrio28005-47513344865_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,37 m²,2,1,,,AG610-CHA-76,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Recoletos,Gilmar Salamanca,15.756 €/m²,3.750.000 €,238 m²,28079,https://www.pisos.com/comprar/piso-justicia_chueca28001-51725381854_102100/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,238 m²,4,4,,,GM3-203350,,,,,,,,,,,,,Exterior,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Jerónimos,FORTUNY MADRID REAL ESTATE,10.277 €/m²,1.850.000 €,180 m²,28079,https://www.pisos.com/comprar/piso-jeronimos28014-35016200793_100500/,2024-11-08,Error al procesar consumo,Error al procesar emisiones,180 m²,3,3,,En buen estado,SA2499-PIS108,,N/A,,N/A,,,,1,,,,3ª,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Goya,AMMA HOMES,7.548 €/m²,1.638.000 €,217 m²,28079,https://www.pisos.com/comprar/piso-goya28009-50900338146_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,217 m²,4,3,Más de 50 años,En buen estado,SA2622-106780359,,N/A,Central,N/A,185 m²,Más de 100 €,,1,,N/A,Este,3ª,N/A,,,,,,1,,,,,,,,,,N/A,N/A,,,,,,,,,,,
Piso en Butarque,Gilmar Madrid Río,2.421 €/m²,339.000 €,140 m²,28079,https://www.pisos.com/comprar/piso-villaverde_san_andres28021-51733231911_102100/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,140 m²,2,2,,,GM7-206224,,,,,,,,,,36,,,Exterior,,,N/A,,,1,,,,N/A,,,,,,,,N/A,,,,,,,,,,
